source	target
SSC4D	VASN
SSC4D	CNNM3
SSC4D	CATSPER1
SSC4D	KRTAP13-2
SSC4D	PLEKHN1
SSC4D	KRTAP10-8
SSC4D	CYSRT1
SSC4D	KRTAP26-1
SSC4D	KRTAP3-3
SSC4D	KRTAP12-4
RAB28	PLEKHF2
RAB28	ACSF3
NRK	CFL1
LCE5A	LCE1E
LCE5A	LCE1A
LCE5A	KRTAP6-2
LCE5A	KRTAP21-2
LCE5A	LCE4A
LCE5A	LCE2C
LCE5A	KRTAP10-8
LCE5A	PLSCR3
LCE5A	KRTAP1-1
LCE5A	KRTAP5-3
LCE5A	LCE1B
LCE5A	LCE1C
LCE5A	CYSRT1
LCE5A	ZNF655
LCE5A	KRTAP4-5
LCE5A	SPRED2
LCE5A	KRTAP4-1
LCE5A	KRTAP5-11
LCE5A	KRTAP9-3
LCE5A	KRTAP12-3
LCE5A	KRTAP5-6
LCE5A	KRTAP5-2
LCE5A	KRTAP4-11
LCE5A	KRTAP3-1
LCE5A	KRTAP12-4
LCE5A	KRTAP6-3
LCE5A	KRTAP4-12
LCE5A	KRTAP10-1
LCE5A	KRTAP10-9
LCE5A	KRTAP1-5
LCE5A	KRTAP1-3
LCE5A	CYP21A2
LCE5A	KRTAP9-2
LCE5A	LCE1F
LCE5A	KRTAP10-5
LCE5A	KRTAP5-4
LCE5A	KRTAP4-2
LCE5A	KRTAP5-9
LCE5A	NOTCH2NL
LCE5A	NBPF19
LCE5A	KRTAP10-7
FBXO45	TP73
FBXO45	HEY1
GKN1	C6orf58
GKN1	LYZL1
GKN1	CST1
GKN1	AMY1C
GKN1	PIGR
GKN1	CST4
GKN1	ZG16B
GKN1	MUC7
GKN1	IGHA1
GKN1	TMEM179B
GKN1	UBE2J1
GKN1	PLPP6
GKN1	TREX1
IFI27	APOC4-APOC2
IFI27	APOC4
ZNF721	ANAPC4
ZNF721	ATF7IP
ZNF721	TNRC18
ZNF721	ANKRD13B
ZNF721	TBC1D16
RABEP1	RABGEF1
RABEP1	GGA1
RABEP1	ECPAS
RABEP1	GGA3
RABEP1	GGA2
RABEP1	SMU1
RABEP1	UACA
RABEP1	KCTD7
RABEP1	PLEC
RABEP1	USP2
RABEP1	MAT2B
RABEP1	PKP2
RABEP1	SNW1
RABEP1	LENG1
RABEP1	AIMP2
RABEP1	CDK18
RABEP1	PRPF3
RABEP1	WASHC3
RABEP1	TNS4
RABEP1	CDC73
RABEP1	BARD1
RABEP1	ABI2
RABEP1	PELI2
RABEP1	FAM50B
RABEP1	CCDC120
RABEP1	STAR
RABEP1	CEP57
RABEP1	TRAPPC2L
RABEP1	RAB4B
RABEP1	ESCO2
RABEP1	RAB4B-EGLN2
RABEP1	FAM90A1
RABEP1	CFAP53
RABEP1	TSHZ2
RABEP1	ZNF438
RABEP1	MCRS1
RABEP1	ZNF774
RABEP1	ZNF512B
RABEP1	CCDC151
RABEP1	RNF39
RABEP1	UTP14C
RABEP1	UBTFL1
CBWD2	TUBB1
CBWD2	NEK4
CBWD2	METAP1
CBWD2	HSPA12A
CBWD2	EGLN1
CBWD2	CACHD1
CBWD2	TCERG1
ETNPPL	ZC3HC1
EXOC8	TADA2A
EXOC8	PCM1
EXOC8	HGS
EXOC8	KRT18
EXOC8	KRT19
EXOC8	KRT15
EXOC8	KRT20
EXOC8	CCDC85B
EXOC8	USHBP1
EXOC8	BLOC1S6
EXOC8	KRT31
EXOC8	CEP57L1
EXOC8	MBIP
EXOC8	IKZF3
EXOC8	EFHC2
EXOC8	RAB3IL1
EXOC8	TLN2
EXOC8	SH3BP1
EXOC8	EXOC1
EXOC8	LRRC41
EXOC8	EHD4
EXOC8	PPFIA1
EXOC8	SLC27A2
EXOC8	BNIP1
EXOC8	EHD1
EXOC8	OCIAD1
EXOC8	BLZF1
EXOC8	ELL2
EXOC8	KIAA1217
EXOC8	KRT36
EXOC8	KRT34
EXOC8	TRIM21
EXOC8	MTUS2
EXOC8	BEX2
EXOC8	RINT1
EXOC8	MARCH7
EXOC8	UQCC2
EXOC8	TRIM54
EXOC8	NUP54
EXOC8	VPS37B
EXOC8	TCF12
EXOC8	CCDC33
EXOC8	KIFC3
EXOC8	MIPOL1
EXOC8	CWF19L2
EXOC8	RUSC1
EXOC8	PRR35
EXOC8	MYOZ3
EXOC8	USP54
EXOC8	NAB2
EXOC8	ATP23
EXOC8	GOLGA2
EXOC8	SCARA5
EXOC8	ZNF35
EXOC8	MBD3L1
EXOC8	SYCE1
EXOC8	CCDC36
EXOC8	DMAP1
EXOC8	ZSCAN4
EXOC8	WASHC1
EXOC8	KRT76
EXOC8	ZNF566
EXOC8	ZNF177
EXOC8	BLOC1S2
EXOC8	FAM217B
EXOC8	BORCS6
EXOC8	TCF4
EXOC8	ANKRD36B
EXOC8	GTF2E2
EXOC8	STMN3
EXOC8	ZNF628
EXOC8	CCHCR1
EXOC8	CDSN
EXOC8	TRIM27
EXOC8	VPS16
EXOC8	ISY1
EXOC8	ISY1-RAB43
EXOC8	ZNF559-ZNF177
RPS10	PTTG1
RPS10	RPS15A
RPS10	RPS24
RPS10	RPSA
RPS10	RPS7
RPS10	RPS25
RPS10	RPS19
RPS10	RPS29
RPS10	RPS8
RPS10	RPS3A
RPS10	RPS13
RPS10	RPS4X
RPS10	RPS3
RPS10	RPS14
RPS10	RPS26
RPS10	RPS2
RPS10	RPS16
RPS10	RPS27A
RPS10	RPS11
RPS10	TMCO1
RPS10	EIF3K
RPS10	LARP1
RPS10	RPS12
RPS10	RPS17
RPS10	RPS23
RPS10	RPS27
RPS10	RPS6
RPS10	SERBP1
RPS10	TSR1
RPS10	PYM1
RPS10	PFN2
RPS10	HIP1
RPS10	KAT7
RPS10	HAP1
RPS10	WIZ
RPS10	DVL3
RPS10	TCF25
RPS10	EED
RPS10	XRCC6
RPS10	DNMT3B
RPS10	DMPK
RPS10	RPL38
RPS10	RPL12
RPS10	RPL13A
RPS10	RPL37A
RPS10	RPL7
RPS10	RPL15
RPS10	RPL8
RPS10	RPL7A
RPS10	RPL27A
RPS10	RPL4
RPS10	RPL13
RPS10	RPL36
RPS10	RRP7A
RPS10	RPL10A
RPS10	RPL23
RPS10	RPL3
RPS10	RPL30
RPS10	NRDE2
RPS10	TOMM22
RPS10	RPLP2
CAV2	DNAJA1
CAV2	CAV1
CAV2	MALL
CAV2	SDCBP
SNX2	FNBP1
SNX2	SNX6
SNX2	ZNF202
SNX2	VPS29
SNX2	VPS35
SNX2	H3F3A
SNX2	HIRIP3
SNX2	SNX5
SNX2	IMPDH2
SNX2	VPS26B
SNX2	VPS26A
SNX2	TSN
SNX2	CTPS1
SNX2	RNF40
SNX2	RUVBL2
SNX2	PDXK
SNX2	DDB1
SNX2	HGS
SNX2	PPAT
RBBP8NL	CHIA
RBBP8NL	LARP1B
RBBP8NL	CTBP2
RBBP8NL	POLR3C
TAS2R8	SERPINB8
TAS2R8	PDZD3
BCO1	ABLIM1
NKRF	NFKB1
NKRF	REL
NKRF	RELA
NKRF	NFKB2
NKRF	DHX58
NKRF	ADARB1
SYNRG	GGA1
SYNRG	GGA2
SYNRG	APPBP2
GALT	TRIP13
GALT	TNK2
GALT	VAC14
STMN1	SESTD1
STMN1	TPM2
STMN1	FXR1
STMN1	ERI3
STMN1	NUDT21
STMN1	TRIO
STMN1	APOB
STMN1	VCP
STMN1	FMR1
STMN1	UPP1
STMN1	TPM3
STMN1	TRIM28
STMN1	NUDCD2
STMN1	TYMS
STMN1	PFDN2
STMN1	JPT1
STMN1	DUT
STMN1	UBQLN1
STMN1	IMPA2
STMN1	RAB1A
STMN1	AHNAK
STMN1	MYO1E
STMN1	JPT2
STMN1	STAT3
STMN1	RLIM
STMN1	TTL
ELMO1	ZNF398
ELMO1	TRIM54
ELMO1	USP4
ELMO1	TTC19
ELMO1	MED31
ELMO1	ELMO2
ELMO1	DOCK5
ELMO1	DOCK4
ELMO1	DOCK3
ELMO1	DOCK1
ELMO1	CALML3
CACNG4	YIF1A
CACNG4	TMEM126B
CACNG4	RSPRY1
CACNG4	RMND1
CACNG4	OCRL
CACNG4	NCAPH2
CACNG4	MTX3
CACNG4	MTX1
CACNG4	MRS2
CACNG4	DPY19L3
CACNG4	CSNK1E
CACNG4	CSNK1D
CACNG4	COQ5
CACNG4	ARL10
CACNG4	ANAPC7
CACNG4	ALG5
SRA1	UBE2T
SRA1	UBE2Z
NUAK2	LATS1
NUAK2	HSP90AB3P
NUAK2	LZTR1
NUAK2	PPP1R12A
NUAK2	MARK3
NUAK2	UBXN7
NUAK2	FLNC
NUAK2	BTRC
NUAK2	AHCYL2
NUAK2	MARK2
NUAK2	FBXW11
NUAK2	DCAF5
NUAK2	USP7
NUAK2	SMAD4
NUAK2	SMAD2
NUAK2	TGFBR1
NUAK2	ACVR1
ZNF404	MEOX2
PRRG4	YAP1
PRRG4	STXBP4
ARNTL2	CIPC
ARNTL2	DHTKD1
ARNTL2	NPAS2
ARNTL2	METTL3
ARNTL2	NSMCE4A
ARNTL2	HAUS4
ARNTL2	IKBKG
ARNTL2	SSRP1
ARNTL2	CLPP
ARNTL2	PER1
ARNTL2	MSRA
ARNTL2	MDM2
ARNTL2	FREM2
ARNTL2	HAUS1
ARNTL2	CTTNBP2
ARNTL2	MEOX2
ARNTL2	EPAS1
CARD17	CASP1
CARD17	CASP5
CARD17	NLRP1
CARD17	PYCARD
CARD17	CARD8
CARD17	NLRC4
CARD17	NLRP2
NRBP1	SART3
NRBP1	LRIF1
NRBP1	MLF1
NRBP1	HLCS
NRBP1	MBNL3
NRBP1	SORBS3
NRBP1	C2orf50
NRBP1	SNX31
RPS6KC1	PBX2
RPS6KC1	SAAL1
ZFP1	ZNF250
ZFP1	GOLGA6L9
ZFP1	KRT40
TCL1A	CALCOCO2
TCL1A	HIST3H2A
TCL1A	GOLGA2
TCL1A	TCF4
TCL1A	TXLNA
TCL1A	TRAF1
TCL1A	TP53BP2
TCL1A	CEP55
TCL1A	TXLNB
TCL1A	ALS2CR12
TCL1A	CARD9
TCL1A	PRTFDC1
TCL1A	CADPS
TCL1A	LNX2
TCL1A	WDYHV1
TCL1A	EP300
TCL1A	JUN
TCL1A	ATM
TCL1A	AKT3
TCL1A	NFKBIA
TCL1A	TAX1BP1
TCL1A	CASP8AP2
TCL1A	TRAF2
TCL1A	DDIT4L
TCL1A	REL
TCL1A	TRMT61A
TCL1A	TEPSIN
TCL1A	NFKBID
TCL1A	TNKS
TCL1A	NIF3L1
TCL1A	INCA1
TCL1A	CCDC13
ZSCAN16	ZNF446
ZSCAN16	SLC25A38
GPR35	YES1
GPR35	POTEE
GPR35	LGALS3
GPR35	KTI12
GPR35	GNAO1
GPR35	ATP5IF1
GPR35	ATP5F1B
PPM1E	TRO
PPM1E	PSMG4
PPM1E	PSMG3
PPM1E	BRCA2
PPM1E	FAM83H
PPM1E	FAM192A
PPM1E	PSME3
PPM1E	SERPINB4
PPM1E	PAK1
PPM1E	CAMK4
CAMK1D	ZG16B
CAMK1D	XYLT2
CAMK1D	QPCTL
CAMK1D	MUC7
CAMK1D	CST4
CAMK1D	CKS2
CAMK1D	CAMK1G
CAMK1D	CAMK1
CAMK1D	AMY1C
CAMK1D	DCPS
CAMK1D	HSPA1L
CAMK1D	NAE1
CAMK1D	NUCB2
CAMK1D	PCYT2
CAMK1D	TUBB6
CAMK1D	TUFM
CAMK1D	UBA3
CAMK1D	XPO1
CAMK1D	CST1
CAMK1D	CALM3
CAMK1D	PHB2
CAMK1D	EP300
CAMK1D	CDK9
CAMK1D	DAZAP1
CAMK1D	ASAP3
CAMK1D	NEUROD1
CAMK1D	SMAD3
ZBTB46	ZNF318
ZBTB46	ZBTB10
ZBTB46	WIZ
ZBTB46	SUFU
ZBTB46	RGPD5
ZBTB46	PRPF8
ZBTB46	MTA1
ZBTB46	MBD3
ZBTB46	GATAD2B
ZBTB46	GATAD2A
ZBTB46	FBXW11
ZBTB46	FBXO21
ZBTB46	FBXL17
ZBTB46	EHMT2
ZBTB46	EHMT1
ZBTB46	DDX23
ZBTB46	BTRC
ZBTB46	AP2A2
ZBTB46	AP2A1
ZBTB46	SNRNP200
CCDC170	RBM17
SLC36A1	TRARG1
SAPCD2	KRT3
SAPCD2	CYSRT1
SAPCD2	KRTAP1-3
TNFRSF1B	TRAIP
TNFRSF1B	TRAF2
TNFRSF1B	TDP2
TNFRSF1B	TRAF1
TNFRSF1B	CAV1
TNFRSF1B	BIRC2
TNFRSF1B	CSNK1A1L
SLC25A15	ZG16B
SLC25A15	IGHA2
SLC25A15	JCHAIN
HBP1	TCF4
PSMD1	ADRM1
PSMD1	PSMD5
PSMD1	PSMD2
PSMD1	PSMD3
PSMD1	PSMD4
PSMD1	PSMD8
PSMD1	PSME1
PSMD1	PSME3
PSMD1	PSME2
PSMD1	RAD23B
PSMD1	ECD
PSMD1	SF3A1
PSMD1	SEC24A
PSMD1	CAD
PSMD1	TUBA1B
PSMD1	RBM12
PSMD1	SEC24C
PSMD1	TUBA4A
PSMD1	TPM4
PSMD1	TUBA1A
PSMD1	PPFIA1
PSMD1	RPS15A
PSMD1	RPS28
PSMD1	RPS8
PSMD1	PSMD9
PSMD1	PSMB8
PSMD1	PSMA8
PSMD1	RAD23A
PSMD1	TRAF6
DEDD	GTF3C3
DEDD	RANBP3
DEDD	KHK
DEDD	CCDC59
DEDD	CASP8
ABHD12B	CD58
SAXO2	FBXO17
LGALSL	MAD1L1
LGALSL	DDIT4L
DCAF10	CCT6B
DCAF10	CCT3
DCAF10	CCT2
DCAF10	CCT4
DCAF10	PRIM1
DCAF10	TCP1
DCAF10	CCT7
DCAF10	PRIM2
DYDC1	TSGA10IP
DYDC1	TEAD4
DYDC1	CCHCR1
RLN1	RXFP2
RLN1	RXFP1
RLN1	GOLGA6L9
GTF2A2	TBP
GTF2A2	GTF2A1L
GTF2A2	TRIM7
AGER	TTR
AGER	S100B
AGER	GRB2
AGER	NRP1
AGER	CSTF2
AGER	DIAPH1
AGER	JUN
AGER	HMGB1
AGER	CCNB1
AGER	MYC
AGER	SOX10
AGER	CSNK2A2
AGER	MAPK7
AGER	MBNL3
AGER	SMAD4
BCAR3	BCAR1
BCAR3	TARS
BCAR3	PABPC1
BCAR3	IMPDH2
BCAR3	IARS
BCAR3	RPL23A
BCAR3	KHSRP
BCAR3	TRIM28
BCAR3	GOT2
BCAR3	EEF1D
BCAR3	PFKP
BCAR3	ACLY
BCAR3	SND1
BCAR3	HADHA
BCAR3	CTPS1
BCAR3	VCP
BCAR3	TPM3
BCAR3	PSMA2
BCAR3	LMNB1
BCAR3	GSPT1
BCAR3	PCBP1
BCAR3	PSMD2
BCAR3	LRRC59
BCAR3	ACTR2
BCAR3	PSMD1
BCAR3	RPL3
BCAR3	PFAS
BCAR3	RCC1
BCAR3	TMED10
BCAR3	ANXA2
BCAR3	RPS29
BCAR3	TSN
BCAR3	NASP
BCAR3	FUS
BCAR3	KIF5B
BCAR3	AHCY
BCAR3	RTN3
BCAR3	SET
BCAR3	PPP2R1A
BCAR3	NOSIP
BCAR3	RUVBL1
BCAR3	GAST
BCAR3	DEFA5
BCAR3	OSGIN1
BCAR3	GAS8
BCAR3	UBASH3A
BCAR3	CCDC57
CYP8B1	TACSTD2
CYP8B1	HSPA8
CYP8B1	HERC3
CYP8B1	GNB2
CYP8B1	PTP4A2
ZNF354C	TRIM39
ZNF354C	LRP4
ZNF354C	SORL1
ZNF354C	ZNF888
ZNF354C	TRIM28
ZNF354C	CENPB
ZNF354C	IGHG2
ZNF354C	S100A7
ZNF354C	CALML3
ZNF354C	SIRT1
ZNF354C	CBX5
ZNF354C	USP34
ZNF354C	SERPINB4
ZNF354C	IGHG1
ZNF354C	IPO8
ZNF354C	ASS1
PROX1	GFI1
PROX1	ATOH1
PROX1	HNF4A
SNX17	RNF128
SNX17	RIN1
ZNF691	HAP1
ANKRD13B	RPLP1
SHMT1	SULT1A3
SHMT1	SULT1A4
SHMT1	ZC3H4
SHMT1	HSPA1L
SHMT1	APEH
SHMT1	CTTN
SHMT1	FAM129B
SHMT1	GARS
SHMT1	GSPT2
SHMT1	HARS
SHMT1	HIST1H4A
SHMT1	IDE
SHMT1	PAWR
SHMT1	SHMT2
SHMT1	SNX2
SHMT1	SNX6
SHMT1	STAT1
SHMT1	VPS29
SHMT1	PIM1
SHMT1	ATIC
SHMT1	HSPE1
SHMT1	PGK2
SHMT1	ARFIP1
SHMT1	ITPA
SHMT1	DPYSL5
SHMT1	ARNT
TSPAN3	ZDHHC9
TSPAN3	UGCG
TSPAN3	TNFRSF10B
TSPAN3	STX6
TSPAN3	SNX17
TSPAN3	SDCBP
TSPAN3	RNF149
TSPAN3	RDH14
TSPAN3	PI4K2A
TSPAN3	NOTCH3
TSPAN3	NDFIP2
TSPAN3	NDFIP1
TSPAN3	MAP1LC3B2
TSPAN3	LRP10
TSPAN3	KDSR
TSPAN3	IFNGR1
TSPAN3	GOLGA7
TSPAN3	GABARAP
TSPAN3	FGFR2
TSPAN3	FGFR1
TSPAN3	EPHA5
TSPAN3	EPHA4
TSPAN3	CSNK1G3
TSPAN3	CDC6
TSPAN3	CD63
TSPAN3	CD320
TSPAN3	CC2D1A
TSPAN3	ARL17A
TSPAN3	AGPAT3
TSPAN3	ACVR1B
TSPAN3	LMAN2L
TSPAN3	ADIPOR1
DTNBP1	ELOVL7
DTNBP1	VTI1B
DTNBP1	VPS53
DTNBP1	DCAF1
DTNBP1	VAMP8
DTNBP1	EIPR1
DTNBP1	TRAF7
DTNBP1	TACC1
DTNBP1	SYBU
DTNBP1	STX8
DTNBP1	STX5
DTNBP1	SPAG5
DTNBP1	SNTB2
DTNBP1	SLC25A16
DTNBP1	ENTR1
DTNBP1	PCNT
DTNBP1	NHSL2
DTNBP1	NCKAP1
DTNBP1	NAV1
DTNBP1	MYO5C
DTNBP1	MYO5A
DTNBP1	BORCS8
DTNBP1	LAMC2
DTNBP1	KTN1
DTNBP1	KLC2
DTNBP1	KLC1
DTNBP1	KIF5B
DTNBP1	KIF5A
DTNBP1	KIF3A
DTNBP1	IQGAP2
DTNBP1	FAM83H
DTNBP1	EXOC7
DTNBP1	EXOC6B
DTNBP1	EXOC6
DTNBP1	EXOC5
DTNBP1	EXOC4
DTNBP1	EXOC3
DTNBP1	EXOC1
DTNBP1	DTNA
DTNBP1	CYFIP2
DTNBP1	CYFIP1
DTNBP1	COG7
DTNBP1	COG6
DTNBP1	COG5
DTNBP1	BLOC1S4
DTNBP1	CETN3
DTNBP1	CEP290
DTNBP1	CDK5RAP2
DTNBP1	CCDC22
DTNBP1	VPS50
DTNBP1	C9orf16
DTNBP1	KXD1
DTNBP1	BORCS6
DTNBP1	VPS51
DTNBP1	BRCA2
DTNBP1	BLOC1S3
DTNBP1	BLOC1S2
DTNBP1	BLOC1S1
DTNBP1	BCAS4
DTNBP1	ASPM
DTNBP1	ARFGEF2
DTNBP1	AP3S2
DTNBP1	AP3S1
DTNBP1	AP3M1
DTNBP1	AP3D1
DTNBP1	AP3B2
DTNBP1	AP3B1
DTNBP1	ALMS1
DTNBP1	ABI1
DTNBP1	COPZ1
DTNBP1	NECAB2
DTNBP1	OIP5
DTNBP1	KRT75
RIPK1	RIPK3
RIPK1	RNF216
RIPK1	TRIM38
RIPK1	FADD
RIPK1	DAB2IP
RIPK1	TUBB
RIPK1	ITCH
RIPK1	HSPA8
RIPK1	TAB2
RIPK1	MAP3K14
RIPK1	TICAM1
RIPK1	NFKB1
RIPK1	IKBKB
RIPK1	CAD
RIPK1	MAVS
RIPK1	CASP10
RIPK1	MAP3K3
RIPK1	ACTG1
RIPK1	TRAF6
RIPK1	HSPA5
RIPK1	CASP8
RIPK1	TAB3
RIPK1	PELI1
RIPK1	TUBB4A
RIPK1	TUBB2A
RIPK1	TRAF5
RIPK1	TRPC4AP
RIPK1	CARD6
RIPK1	HSPA1L
RIPK1	TUBA3D
RIPK1	HSPA9
RIPK1	ZFAND5
RIPK1	TIMM50
RIPK1	SLC25A5
RIPK1	RPL23
RIPK1	DNAJA1
RIPK1	RCN2
RIPK1	BCS1L
SSBP2	SSBP4
SSBP2	SSBP3
SSBP2	LMO4
SSBP2	LHX4
SSBP2	ISL2
SSBP2	ISL1
SSBP2	CLEC18A
SSBP2	ARHGEF10
XPOT	APEX1
XPOT	PAPSS1
XPOT	PSMA4
XPOT	NAA40
XPOT	WDR11
XPOT	GCSH
XPOT	PSMA3
XPOT	RAN
XPOT	HDLBP
MEOX2	RNF10
MEOX2	PAX1
MEOX2	PAX3
MEOX2	TULP2
MEOX2	VIP
MEOX2	RND2
MEOX2	KRTAP4-12
MEOX2	SAMM50
MEOX2	MYL7
MEOX2	NCS1
MEOX2	SUFU
MEOX2	FAM208B
MEOX2	CCDC6
MEOX2	MLX
MEOX2	ZNF330
MEOX2	ZBTB16
MEOX2	VWA5A
MEOX2	ATG2A
MEOX2	PSMD9
MEOX2	CAPRIN2
MEOX2	BMP5
MEOX2	PHF1
MEOX2	BYSL
MEOX2	COX7A2
MEOX2	SKP1
MEOX2	CLIP4
MEOX2	PLCD4
MEOX2	SMYD1
MEOX2	TAF1B
MEOX2	SRSF11
MEOX2	RIMS3
MEOX2	B4GALT2
MEOX2	UTP25
MEOX2	CHRNB4
MEOX2	OLFM3
MEOX2	WDR34
MEOX2	NEK6
MEOX2	ZNF410
MEOX2	DNMT3A
MEOX2	IFIT2
MEOX2	CUTC
MEOX2	C10orf88
MEOX2	HELLS
MEOX2	HOXB5
MEOX2	IFNA6
MEOX2	KBTBD7
MEOX2	FAM53C
MEOX2	NFYB
MEOX2	TEX14
MEOX2	POLR3GL
MEOX2	PDS5A
MEOX2	NAA60
MEOX2	ODF2L
MEOX2	PMS2
MEOX2	MORF4L2
MEOX2	RBPJL
MEOX2	BTN1A1
MEOX2	CDKN1A
MEOX2	RPP40
MEOX2	GCM2
MEOX2	AHNAK
MEOX2	RPL23
MEOX2	TRIP10
MEOX2	AMOT
MEOX2	UBA2
MEOX2	THRA
MEOX2	SCAF1
MEOX2	GNG13
MEOX2	E2F8
MEOX2	LRRC6
MEOX2	CDKN2D
MEOX2	RAB2B
MEOX2	RPS4Y1
MEOX2	SAT1
MEOX2	NECTIN2
MEOX2	GTPBP3
MEOX2	OLFM1
MEOX2	POMT1
MEOX2	EIF3G
MEOX2	MPP1
MEOX2	PSME3
MEOX2	RRP8
MEOX2	RAP1GAP2
MEOX2	BTBD3
MEOX2	FBXO44
MEOX2	BEX1
MEOX2	SEC14L4
MEOX2	DPF2
MEOX2	EMC7
MEOX2	TRIM45
MEOX2	HOOK1
MEOX2	OSTF1
MEOX2	STX6
MEOX2	TBRG4
MEOX2	ODF2
MEOX2	USP20
MEOX2	TSTD2
MEOX2	XPA
MEOX2	TMEM14B
MEOX2	TJAP1
MEOX2	SLC22A23
MEOX2	SDCBP
MEOX2	ABI2
MEOX2	LARP1B
MEOX2	GUCD1
MEOX2	SNRPF
MEOX2	BNIP2
MEOX2	IQGAP1
MEOX2	PMM2
MEOX2	TXNL4B
MEOX2	CPNE2
MEOX2	DEF8
MEOX2	SCRN2
MEOX2	OSBPL1A
MEOX2	EIF4A3
MEOX2	SAE1
MEOX2	ITGB3BP
MEOX2	NME7
MEOX2	RGS5
MEOX2	HORMAD1
MEOX2	SUSD4
MEOX2	ILF2
MEOX2	ATP6V1C2
MEOX2	CIAO1
MEOX2	METTL21A
MEOX2	STK11IP
MEOX2	STAC
MEOX2	PLAC8
MEOX2	ATG12
MEOX2	PPP1R18
MEOX2	CLVS2
MEOX2	TRIM50
MEOX2	ZNF92
MEOX2	STRA8
MEOX2	ASB10
MEOX2	LUC7L2
MEOX2	KDM6A
MEOX2	RAB41
MEOX2	RIPPLY1
MEOX2	HMBOX1
MEOX2	ATP6V0D2
MEOX2	UTP23
MEOX2	ANKRD1
MEOX2	LRRC27
MEOX2	CCDC102B
MEOX2	FAM173B
MEOX2	SLC25A31
MEOX2	PELO
MEOX2	ADGRF4
MEOX2	DPH3
MEOX2	RAB6B
MEOX2	ACSS1
MEOX2	ODF1
MEOX2	VBP1
MEOX2	RWDD2B
MEOX2	TSPAN7
MEOX2	MALSU1
MEOX2	NTAN1
MEOX2	VPS26C
MEOX2	KRTCAP3
MEOX2	TSR2
MEOX2	PAGE5
MEOX2	NBL1
MEOX2	ZNF276
MEOX2	STC1
MEOX2	IRX6
MEOX2	U2AF1
MEOX2	HK3
MEOX2	IP6K3
MEOX2	SCIMP
MEOX2	TTLL10
MEOX2	FAAP20
MEOX2	DIRAS3
MEOX2	LRRC52
MEOX2	TRIM17
MEOX2	RFTN2
MEOX2	PDHA2
MEOX2	CCNYL1
MEOX2	ALPP
MEOX2	RNF25
MEOX2	PRKCI
MEOX2	CXCL5
MEOX2	CXCL1
MEOX2	C1orf50
MEOX2	METAP1
MEOX2	ESM1
MEOX2	TXLNB
MEOX2	TEX47
MEOX2	CDCA7L
MEOX2	DEFA5
MEOX2	CDK5
MEOX2	PDP1
MEOX2	C9orf64
MEOX2	LRRC18
MEOX2	ARF6
MEOX2	ATP5F1C
MEOX2	PRPF18
MEOX2	PRAP1
MEOX2	MOAP1
MEOX2	NELL1
MEOX2	SPRED1
MEOX2	JAM3
MEOX2	CMTM5
MEOX2	ZNF202
MEOX2	CYB5R2
MEOX2	LMO1
MEOX2	SCG5
MEOX2	TBC1D21
MEOX2	MYO5B
MEOX2	ZNF23
MEOX2	TRAPPC2L
MEOX2	NFKBID
MEOX2	VWCE
MEOX2	VASN
MEOX2	HOOK3
MEOX2	KIF5C
MEOX2	WFDC13
MEOX2	SFTPB
MEOX2	SPRY3
MEOX2	MFF
MEOX2	CT55
MEOX2	BOLA2B
MEOX2	DUS1L
MEOX2	TMEM266
MEOX2	SLC23A1
MEOX2	KRT83
MEOX2	KIF5B
MEOX2	USP32
MEOX2	KRTAP4-4
MEOX2	POLR1C
MEOX2	ZNF556
MEOX2	CYCS
MEOX2	LCE1D
MEOX2	PRL
MEOX2	CLP1
MEOX2	ACOT12
MEOX2	MOS
MEOX2	CCL19
MEOX2	RELA
MEOX2	TRMT112
MEOX2	CKS1B
MEOX2	CHD2
MEOX2	CBX2
MEOX2	VWC2L
MEOX2	NR1D2
MEOX2	NDUFA11
MEOX2	PQLC2L
MEOX2	WFDC5
MEOX2	TSGA10IP
MEOX2	C11orf68
MEOX2	ETV4
MEOX2	TCEANC
MEOX2	FBXO39
MEOX2	ARIH2
MEOX2	VCX2
MEOX2	LCN15
MEOX2	SHISA3
MEOX2	DNAJC22
MEOX2	FAM219B
MEOX2	CPNE7
MEOX2	TRIML2
MEOX2	ZFP42
MEOX2	SPTY2D1
MEOX2	PXT1
MEOX2	ZNF648
MEOX2	FAM71E2
MEOX2	ZBTB2
MEOX2	MAB21L2
MEOX2	RNF41
MEOX2	PRKAG1
MEOX2	CHST15
MEOX2	NOP10
MEOX2	RAD51B
MEOX2	LIPF
MEOX2	SATB1
MEOX2	KRTAP13-2
MEOX2	GJC1
MEOX2	BOLA2
MEOX2	C10orf120
MEOX2	ODF4
MEOX2	TRARG1
MEOX2	INPP5J
MEOX2	RAB11B
MEOX2	PRMT3
MEOX2	ARL15
MEOX2	RAD51D
MEOX2	PRKG1
MEOX2	DRG1
MEOX2	CXorf38
MEOX2	KCNIP4
MEOX2	MORF4L1
MEOX2	IKZF1
MEOX2	LEMD1
MEOX2	C2orf76
MEOX2	CYP4F12
MEOX2	LCE1E
MEOX2	KLHL32
MEOX2	PNLIPRP1
MEOX2	SLIT1
MEOX2	H1FNT
MEOX2	KRTAP9-8
MEOX2	ZKSCAN4
MEOX2	ZNF490
MEOX2	SLC24A5
MEOX2	FAM221A
MEOX2	SPANXN3
MEOX2	ZKSCAN3
MEOX2	FAM53B
