broad_id,InChIKey,Target,BDB Target
BRD-K14653796,ONDYALNGTUAJDX-UHFFFAOYSA-N,HDAC4,
BRD-K10415035,HMCTXMOKMWELFJ-UHFFFAOYSA-N,,
BRD-K51474575,XOAAWQZATWQOTB-UHFFFAOYSA-N,,SLC36A1
BRD-K81062487,WBWWGRHZICKQGZ-HZAMXZRMSA-N,"CEL, FABP6, SLCO1C1","GPBAR1, SLC10A1, ABCC4, ABCC4"
BRD-K00003523,URJQSMIFSMHWSP-VVHBOOHCSA-N,,
BRD-K98765504,AJKIRUJIDFJUKJ-UHFFFAOYSA-N,,
BRD-K76713213,LFQDNHWZDQTITF-UHFFFAOYSA-N,,"CA2, CA1"
BRD-K00003254,DVJXNXPFYJIACK-ULQDDVLXSA-N,,
BRD-K94649603,CXQWRCVTCMQVQX-LSDHHAIUSA-N,ADIPOR2,
BRD-K76841105,OGQICQVSFDPSEI-UHFFFAOYSA-N,"RARA, RARB, RARG, RXRB","CYP3A4, RARG, RARA, RARB, ABCC3, ABCC4"
BRD-K11215326,NSQSAUGJQHDYNO-UHFFFAOYSA-N,EZH2,
BRD-K14312455,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,,
BRD-K56405978,ZXSGSFMORAILEY-HNNXBMFYSA-N,,
BRD-M77041484,CSEZCYBVEGIYNG-MFBWXLJUSA-N,"SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC1A7",
BRD-A12147465,XHHRGYCOEVNAKV-ZDUSSCGKSA-N,AURKA,"AURKA, CYP3A4, CYP2C9, CYP2C19, AURKA"
BRD-K29660062,SMJAMOAYGIVKRI-UHFFFAOYSA-N,"MAP3K5, MAP3K6","EGFR, CDK2, EPHA3, GSK3B, ITK, RET, ROCK1, ERBB4, MERTK, BRAF, PRKCQ, GSK3B, MAPK14, MAPK8, MAPK3, IKBKB, NR2C2, MAP3K1, MAP3K6"
BRD-K15256258,NEHSERYKENINRH-UHFFFAOYSA-N,"KDM2A, KDM4A, KDM4C, KDM5A, KDM6A, KDM7A, PHF8",KDM5A
BRD-A66521565,ONYWALXTZFPKAS-WINIVTDRSA-N,APP,
BRD-K26041695,NXTBLPPTZRPJCA-IBGZPJMESA-N,FAAH,
BRD-K16497916,PAEBEUZTAPIOIO-UHFFFAOYSA-N,FPR2,"FPR2, FPR2, FPR2, FPR1, FPR2, FPR1"
BRD-K27010807,RLKWQKZPCMICPS-UHFFFAOYSA-N,"ADRA2A, ADRA2B, ADRA2C",
BRD-K76989898,JENSDTKXNVHSSN-UHFFFAOYSA-N,ADORA2A,"ADORA2A, ADORA1, ADORA2A, ADORA1"
BRD-K16939217,JQULIQJSYPZQMA-UHFFFAOYSA-N,GPBAR1,GPBAR1
BRD-K87199310,DRSZMILOMUPIBJ-UHFFFAOYSA-N,GPR39,"GPR39, GPR39, GPR39, GHSR, NTSR1"
BRD-K45044657,WTKBRPXPNAKVEQ-UHFFFAOYSA-N,"HDAC1, HDAC2, HDAC3, HDAC8","HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC1, HDAC2, HDAC3, HDAC1, HDAC2, HDAC3, HDAC1, HDAC3"
BRD-K17621556,XKLHCUGVLCGKKX-RBUKOAKNSA-N,"ITGA2, ITGB1",
BRD-A83792282,ADCDUDFEGFKKQH-NRFANRHFSA-N,TRPM8,
BRD-K05262258,VSMFCZZEKTVDHM-UHFFFAOYSA-N,TRPM8,"CYP3A4, CYP2C9, CYP2C19, KCNH2, CYP2C9"
BRD-K32031961,BNALUYKEGYUHQC-UHFFFAOYSA-N,LPAR5,LPAR2
BRD-K76792630,XDEFNAWAKYQBQY-UHFFFAOYSA-N,TTK,"RPS27, MAPK8, RPS27, TTK, AURKA, TTK, CDK2, TTK"
BRD-K78161388,QLKAFHZJICDACE-UHFFFAOYSA-N,SCN9A,"TRPV3, KCNH2"
BRD-K79608170,ZQUSYVORYNBGLG-FQEVSTJZSA-N,NTSR1,"OPRD1, NTSR1, OPRM1, SLC6A3, NTSR1, NTSR1, NTSR2, NTSR1, NTSR1, NTSR1, NTSR1, GPR35"
BRD-K54297077,KPTMSQHTGZMEFU-UHFFFAOYSA-N,GPR139,
BRD-K55013981,KSNHHKZYKYNBEI-NDEPHWFRSA-N,"AVPR1A, OXT",
BRD-K34362291,BHJJWVDKNXABFS-UHFFFAOYSA-N,LCK,"MAPK10, MAPK3, CDK5, RPS6KA5, LYN, ZAP70, TYK2, JAK3, BTK, MET, MAPK9, MAPK14, KDR, SYK, ITK, TEK, BRAF"
BRD-K89517477,CQKBSRPVZZLCJE-UHFFFAOYSA-N,"DYRK1A, DYRK1B",DYRK1A
BRD-K89584803,DAAGOCSHXCDWDY-ZDUSSCGKSA-N,PLK2,"PLK1, PLK2, PLK3"
BRD-K51776215,NMEUKWOOQOHUNA-UHFFFAOYSA-N,MAP3K8,"MAP3K8, MAP2K1, MAPKAPK2, EIF2AK2"
BRD-K21894922,CDQUJZKBRAFWNG-UHFFFAOYSA-N,EPAS1,"EPAS1, EPAS1"
BRD-K87461578,GVXGVDIXINMAAL-UHFFFAOYSA-N,S1PR1,"S1PR3, S1PR1, KCNH2"
BRD-K27536248,IDLAOWFFKWRNHB-UHFFFAOYSA-N,,
BRD-K09787262,FYIBXBFDXNPBSF-UHFFFAOYSA-N,GRIN2A,"GRIN2C, GRIN2B, GRIN2B, GRIN1, GRIN2D, GRIN2D"
BRD-K77915400,LNUXNUNUGIHCPA-VOTSOKGWSA-N,GRM4,"GRM5, GRM5, GRM5"
BRD-K68358632,DQZMLPMCOMRJOR-MOVGKWKRSA-N,HDAC6,
BRD-K29424831,COFVZFLCAOUMJT-OAQYLSRUSA-N,HCRTR2,"HCRTR1, HCRTR2, HCRTR1, HCRTR2, HCRTR2, HCRTR1"
BRD-K08902330,SVSYJTYGPLVUOZ-UHFFFAOYSA-N,PIM1,"BIRC5, BIRC5"
BRD-K00004294,RCKYSTKYIVULEK-DEOSSOPVSA-N,GSK3B,
BRD-K49461364,CLGRAWDGLMENOD-UHFFFAOYSA-N,JAK3,"TYK2, JAK1, JAK2, JAK3, JAK1, JAK2, JAK3, TYK2, PRKCQ, GSK3B, JAK3, JAK2, JAK3, TYK2, JAK1, JAK3, JAK2, JAK1, JAK3, JAK3, JAK3, JAK3"
BRD-K19958299,ZOFZKGFBKISZRI-UHFFFAOYSA-N,,
BRD-K55216666,ITXAAOWFOURIHK-DEOSSOPVSA-N,"ITGA4, ITGB1",
BRD-K81935556,WXMCOLGPDOYHNK-UITAMQMPSA-N,GPR35,"GPR35, GPR35, GPR35"
BRD-K81376179,FSPQCTGGIANIJZ-UHFFFAOYSA-N,FLT3,"FLT3, FLT3"
BRD-A16560607,ZUTUWJYMCADJHD-GFCCVEGCSA-N,TRPA1,
BRD-K00003278,NWWZMECSQFUIGC-UHFFFAOYSA-O,,
BRD-K01825674,FYGREZKTJIXWIH-APDWONGJSA-N,BACE1,
BRD-K24227647,HFZDMKMXPGRKCK-GQCTYLIASA-N,CHRNA4,CHRFAM7A
BRD-K00003308,YGIDGBAHDZEYMT-MQFIMZJJSA-N,,
BRD-K28224173,SNUDIPVBUUXCDG-QHSBEEBCSA-N,CNR1,
BRD-K00003289,OESBDSFYJMDRJY-BAYCTPFLSA-N,ADORA1,
BRD-K41662846,ZVQUCWXZCKWZBP-CQSZACIVSA-N,CASR,
BRD-K48195801,SFOVDSLXFUGAIV-UHFFFAOYSA-N,KCNH2,"KCNH2, KCNH2, KCNH2, KCNH2, KCNH2, KCNH2, NR4A2"
BRD-K24312986,CSKDFZIMJXRJGH-VWLPUNTISA-N,,
BRD-K59436580,XFALPSLJIHVRKE-GFCCVEGCSA-N,,
BRD-K89121095,QCGUSIANLFXSGE-GFCCVEGCSA-N,,
BRD-K88743730,IKBKZGMPCYNSLU-RGVLZGJSSA-N,"HTR2A, HTR2B, HTR2C, HTR4","UBE2N, UBE2N, ABCC3, ABCC4"
BRD-K26701552,XBEQSQDCBSKCHJ-UHFFFAOYSA-N,,
BRD-K07712545,BJNLLBUOHPVGFT-SZRRLYCBSA-N,,
BRD-A09761158,YMWQIYMUNZBOOV-FEHVOAPLSA-N,,
BRD-K96571715,FHBQKTSCJKPYIO-VHULWTHOSA-N,,
BRD-K51528698,BAOQJSULMWXFRK-GOSISDBHSA-N,CCR2,
BRD-K72912098,BBAWEDCPNXPBQM-GDEBMMAJSA-N,"CTSA, PGR","PRSS1, CTSF, CMA1, ELANE, CTSB, CTSL, CTSV, CTSK, CTSS, CELA1, CTSB, ELANE, CTSB, PLG, ELANE"
BRD-K84564571,QFCXANHHBCGMAS-UHFFFAOYSA-N,KDR,"FLT4, KDR"
BRD-K15976406,IQFYYKKMVGJFEH-CSMHCCOUSA-N,,"KCNE1, KCNH2, KCNH2, ABCC4, ABCC3, CACNA1C"
BRD-K91159026,CGDZXLJGHVKVIE-DNVCBOLYSA-N,"CALCRL, RAMP1","CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCRL, CALCA, CALCRL, CALCRL, CALCRL"
BRD-K06147391,VSWPGAIWKHPTKX-UHFFFAOYSA-N,CHRM1,
BRD-K82240271,LJVAJPDWBABPEJ-PIRKDXADSA-N,"CYP1A2, CYP2D6, CYP3A4, CYP3A5, CYP3A7",
BRD-A05523972,XBJWOGLKABXFJE-RXMQYKEDSA-N,,
BRD-K73999723,RMMXLENWKUUMAY-UHFFFAOYSA-N,"AGTR1, PPARG","PPARG, CYP3A4, CYP2C9, CYP2C19, PPARG, PPARG, PPARG, PPARG, AGTR1, PPARG, PPARG, AGTR1, PPARG, PPARG, AGTR1, ABCC4, ABCC3, AGTR1, AGTR1, SLC47A1, AGTR1, PPARG, AGTR1, ACE, PPARG, AGTR1, PPARG"
BRD-K63178091,NCLGDOBQAWBXRA-PGRDOPGGSA-N,TPH1,"TPH1, TPH1"
BRD-K94559059,MDSQOJYHHZBZKA-GBXCKJPGSA-N,TPH1,"TPH1, TPH2"
BRD-K00004596,RRTPWQXEERTRRK-UHFFFAOYSA-N,,
BRD-K00003467,ZEOQUKRCASTCFR-UHFFFAOYSA-N,,"HTR2C, HTR2B, KCNH2"
BRD-K51805276,WWJZWCUNLNYYAU-UHFFFAOYSA-N,,
BRD-K10784860,FIQOFIRCTOWDOW-BJLQDIEVSA-N,ACE,
BRD-K63712959,JGLSWAGTNWZKQU-WWMKMEMESA-N,,
BRD-K32107296,BPEGJWRSRHCHSN-UHFFFAOYSA-N,MGMT,"ABL1, CA9, CA12, CA1, CA2, ABCC3, ABCC4"
BRD-K95053546,CSGAUKGQUCHWDP-UHFFFAOYSA-N,,
BRD-K08177763,CBPNZQVSJQDFBE-NRNHWJPGSA-N,MTOR,
BRD-K00005242,PKQXLRYFPSZKDU-QFIPXVFZSA-N,,
BRD-K00003263,HDXDQPRPFRKGKZ-INIZCTEOSA-N,,"PIK3CG, PIK3CD, PIK3CG, PIK3CD"
BRD-K00003201,DNHPDWGIXIMXSA-CXNSMIOJSA-N,,"SLC9A3, SLC9A3, SLC9A3"
BRD-A42270467,ZBFDAUIVDSSISP-DEOSSOPVSA-N,IDO1,
BRD-K48068743,WGRQANOPCQRCME-PMACEKPBSA-N,DPP4,"DPP8, DPP9, DPP4, DPP4, DPP4"
BRD-K00004279,IGPDWKCUDHIIRL-LLVKDONJSA-N,"KCNJ4, PTGS1",
BRD-A41835910,BBACKDMGYMXYLE-SSDOTTSWSA-N,,
BRD-K10362825,NRUKOCRGYNPUPR-QBPJDGROSA-N,"TOP2A, TOP2B","ABCC4, ABCC3, TOP2A"
BRD-K15891719,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,,
BRD-A25988899,LDEKQSIMHVQZJK-FOCZCJQRSA-N,,
BRD-K61868322,JFVZFKDSXNQEJW-CQSZACIVSA-N,CYP1A2,
BRD-K05977823,WOWJIWFCOPZFGV-UHFFFAOYSA-N,SIRT1,
BRD-K13949769,BVJSXSQRIUSRCO-UHFFFAOYSA-N,"SIRT1, SIRT2, SIRT3",
BRD-A22844106,LZNWYQJJBLGYLT-UHFFFAOYSA-N,"PTGS1, PTGS2","PON1, ABCC3, ABCC4"
BRD-K91298281,KHXBULXCCPIELT-DCIPZJNNSA-N,,
BRD-K89714990,XYKWNRUXCOIMFZ-UHFFFAOYSA-N,ALOX5,ALOX5
BRD-K01826017,ZWKJWVSEDISQIS-RUZDIDTESA-N,PKM,
BRD-K11510141,HUCXKZBETONXFO-NJFMWZAGSA-N,,
BRD-K76788410,ORQFDHFZSMXRLM-IYBDPMFKSA-N,"BIRC5, CDK1",
BRD-K01826569,VCKUSRYTPJJLNI-CQSZACIVSA-N,"ADRA1A, ADRA1B, ADRA1D",
BRD-K68132782,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,SQLE,"SQLE, SQLE, ABCC3, ABCC4, EBP"
BRD-A50157456,XWTYSIMOBUGWOL-LLVKDONJSA-N,ADRB2,
BRD-K01826018,SDKXUWMRKYQIFU-HXUWFJFHSA-N,,
BRD-K86204871,BLSQLHNBWJLIBQ-OZXSUGGESA-N,,
BRD-A06352418,GUGOEEXESWIERI-PMERELPUSA-N,"HRH1, KCNH1, KCNH2",
BRD-A89207210,JOAHPSVPXZTVEP-YXJHDRRASA-N,"ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD2, DRD3, DRD4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C","DRD2, DRD4, HTR1B, HTR1D, HTR2B, HTR2C, ADRA1A, ADRA1D, ADRB1, ADRB2, DRD2, DRD2, DRD4"
BRD-A42699921,NABQBYDEMLGCEO-SNVBAGLBSA-N,DHODH,
BRD-K73451719,BENFXAYNYRLAIU-WBNRJDGRSA-N,AVPR1A,
BRD-A33479817,UISARWKNNNHPGI-INIZCTEOSA-N,,
BRD-A39935389,OUPZKGBUJRBPGC-CIUDSAMLSA-N,,
BRD-K00003674,RBNWAMSGVWEHFP-CZMCAQCFSA-N,,
BRD-K00024725,NYFMSQHOGRWGFD-OOVQLBIQSA-N,BTK,
BRD-K43975632,HWEOXFSBSQIWSY-MRXNPFEDSA-N,TBXA2R,
BRD-K15507868,CXGTZJYQWSUFET-IBGZPJMESA-N,"PPARA, PPARG","PPARG, PPARG, PPARG, PPARG, PPARG, PPARG, PPARG"
BRD-K00004564,XDBHURGONHZNJF-UHFFFAOYSA-N,PDE4D,
BRD-K95739795,MKJIEFSOBYUXJB-HOCLYGCPSA-N,"SLC18A1, SLC18A2",
BRD-K45071273,GKCBAIGFKIBETG-UHFFFAOYSA-N,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",SCN8A
BRD-K00003352,MUHBBHLZPHKTTR-VHOYBAKPSA-N,,
BRD-K47539947,IPBCWPPBAWQYOO-UHFFFAOYSA-N,,
BRD-K41298358,FAGUFWYHJQFNRV-UHFFFAOYSA-N,"SOD1, SOD2",
BRD-A36978621,MSTNYGQPCMXVAQ-RYUDHWBXSA-N,FOLR2,
BRD-K01825583,YXWQTVWJNHKSCC-MRXNPFEDSA-N,,
BRD-A86248581,UCKYOOZPSJFJIZ-FMDGEEDCSA-N,CDA,"CDA, CDA"
BRD-A28856712,BYJAVTDNIXVSPW-LBPRGKRZSA-N,,
BRD-K36889451,REQPQFUJGGOFQL-UHFFFAOYSA-N,,MGLL
BRD-K08078237,WVTKBKWTSCPRNU-KYJUHHDHSA-N,SLC6A3,
BRD-A14757586,UKBRUIZWQZHXFL-PVQJCKRUSA-N,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",
BRD-A52660433,AUXCHYJDVJZEPG-UHFFFAOYSA-N,MAOA,
BRD-K90177246,GQPHQLHUIDOQTA-UHFFFAOYSA-N,,
BRD-K97101532,MJUVRTYWUMPBTR-MRXNPFEDSA-N,,
BRD-K57708067,NLSSUSRERAMBTA-UHFFFAOYSA-N,HPGDS,HPGDS
BRD-K97072811,BGVLELSCIHASRV-QPEQYQDCSA-N,"CLK1, CLK4, DYRK1A, DYRK1B","DYRK1A, DYRK1A, CLK1, CLK1, DYRK1A, BRD7, BRD7"
BRD-K14560436,VXBAJLGYBMTJCY-NSCUHMNNSA-N,"CDK1, CDK2, CDK7, CDK9, FLT3, JAK2","JAK2, FLT3, CDK9, JAK2, CDK5, CDK1, CDK2, CCNH, CDK2, CYP3A4, CYP2C9, CYP2C19, JAK2, CDK2, FLT3, CDK2, CCNH, CCNK, CDK1, CDK5R1, CDK6"
BRD-K18424115,AQSSMEORRLJZLU-UHFFFAOYSA-N,"KDR, SRC","YES1, PDGFRB, EPHB4, ABL1, KDR, YES1"
BRD-K46392623,UOORQSPLBHUQDQ-UHFFFAOYSA-N,,"PIK3CG, PIK3R1, PIK3R1, PIK3R1, PIK3CG"
BRD-K12735121,JMGXJHWTVBGOKG-UHFFFAOYSA-N,"CSK, FGFR1, FLT1, FLT4, KDR, SRC",
BRD-K39841531,JVDOKQYTTYUYDV-UHFFFAOYSA-N,"JAK2, JAK3","JAK2, BRDT, FLT3, JAK2, JAK2"
BRD-K52579889,IUVCFHHAEHNCFT-INIZCTEOSA-N,,"PIK3CD, PIK3R1, PIK3CD, PIK3R1, PIK3CG, PIK3CD, PIK3CG"
BRD-A41692738,CPRAGQJXBLMUEL-MRXNPFEDSA-N,"PIK3CB, PIK3CD","PIK3CB, PIK3CB, PIK3CA, PIK3CA, PIK3CB, PIK3CB, PIK3CB, PIK3CG, PIK3CD, PIK3CG, PIK3CD, PIK3CA, PIK3CB"
BRD-K64785675,UJIAQDJKSXQLIT-UHFFFAOYSA-N,"PIK3CA, PIK3CB, PIK3CD, PIK3CG","PIK3CG, PIK3R1, PIK3R1, PIK3R1, PIK3CG, PIK3R1, PIK3R1, PIK3R1, EGFR, EPHA6, EGFR, RPS6KA6, CHEK1, CDK11A, CAMK2B, CAMKK2, EGFR, EGFR, PRKD2, TNNI3K, RPS6KA1, MYO3B, PRKCH, CDK4, ABL1, CHUK, SRPK2, EGFR, ROCK2, EGFR, ABL1, CDC42BPG, EGFR, PIK3CA, ABL1, EIF2AK4, MET, RET, RPS6KA5, PIK3CA, FLT3, BRSK1, EGFR, ABL1, INSR, PIK3CA, FLT3, ABL1, PRKG1, BRAF, PIK3CA, ABL1, ABL1, FLT3, RET, ABL1, PIK3CA, MINK1, IRAK3, MYLK, TYK2, ABL1, JAK1, DAPK1, ABL1, RPS6KA4, RET, EGFR, PIK3CA, DMPK, FLT3, RPS6KA2, FLT3, STK17A, FLT3, PIK3CA, FGFR3, EGFR, AURKB, EGFR, PIK3CA, ABL1, PIK3CA, ABL1, ABL1, MET, AAK1, LRRK2, CAMK2A, MAP3K4, ABL1, FLT4, OXSR1, ABL1, ABL2, MAPK12, MERTK, AURKC, TLK2, CDK17, DDR2, EGFR, EPHA3, GAK, PRKCE, ROCK1, TIE1, YES1, AKT3, ITK, LIMK2, MUSK, HIPK3, PRKD3, MAK, MAP3K1, PTK6, STK10, CDC42BPB, PDGFRA, PHKG1, PIK3CA, PIK3CB, PRKCD, PKN2, PRKCQ, PRKG2, STK3, TESK1, TYRO3, VRK2, MAP3K12, STK25, MAP3K2, PLK2, PIM2, CIT, STK36, IRAK4, NLK, TAOK3, STK26, MYO3A, EPHB2, MARK2, MKNK2, BMP2K, TRPM6, SNRK, RIOK2, STK32B, GSK3A, BUB1B-PAK6, COQ8A, PAK5, CAMK1D, CAMK1G, EPHA8, RET, CLK4, TAOK1, RPS6KA2, CSNK1G1, HIPK2, FGFR2, FGFR1, PIP4K2C, COQ8B, MAP3K19, MAP2K2, STK33, NUAK2, MARK4, RIOK1, TSSK1B, CAMKK1, MAPKAPK2, NEK9, MYLK2, DCLK3, CDK11B, SRMS, STK35, DYRK1A, NEK7, MAP3K20, MAPK1, MAPK14, MAPK15, MAPK9, CDK15, GRK7, HIPK4, MAP2K5, CSNK1A1L, MAP3K7, MAP4K4, NEK11, HIPK1, NIM1K, PTK2, LOC102724428, STK32C, ANKK1, RPS6KA5, EPHA5, MYLK3, PKMYT1, GRK4, LRRK2, NEK5, LTK, ZAP70, PKN1, WEE2, SBK3, DSTYK, BTK, CDK4, FGFR3, JAK3, MET, PHKG2, STK11, TEK, IGF1R, MAP3K15, PIM3, CHEK2, TNK2, MYLK4, PAK4, SBK1, DCLK2, ERBB4, MAP4K1, ULK3, ACVR1, ACVR2B, STK32A, CDKL3, MKNK1, PIP5K1A, BMPR2, CDK8, CDK9, CSNK1G2, DAPK3, ERN1, IKBKB, ACVR2A, BLK, BMX, CAMK4, CDK2, CDK7, CSNK1A1, CSNK2A1, CSNK2A2, DDR1, ERBB3, FLT1, FRK, GSK3B, HCK, JAK1, KDR, LIMK1, LYN, MATK, MAP3K3, MAP3K11, MAP3K10, NEK3, PDGFRB, PDPK1, PIK3C2B, PIK3CG, PRKACA, PRKACB, PRKD1, MAPK3, MAP2K4, SRPK1, NEK4, CDKL5, RPS6KB1, SYK, TEC, TGFBR2, TTK, TYK2, WEE1, PIP4K2B, ULK1, STK24, DYRK2, AURKA, CDC42BPA, MAP4K3, CAMK1, MAPKAPK5, CASK, CDK13, RIOK3, RPS6KA4, BRSK2, TNK1, CLK2, PLK3, FLT3, ACVR1B, ALK, BRAF, CSK, CSNK1G3, EPHA2, EPHA4, EPHA6, EPHB1, EPHB3, EPHB4, EPHB6, PIK3C2G, RPS6KA3, MAPK14, MAP3K6, LATS1, MAP3K13, DCLK1, CDK5, MTOR, JAK2, PIK3CD, PLK1, PRKX, MAPK4, MAPK6, MAPK8, MAPK11, MAPK10, MAPK13, MAP2K1, MAP2K3, MAP2K6, EIF2AK2, RAF1, GRK1, RPS6KA1, STK38, TLK1, CDK14, PIP5K1C, STK39, C8orf44-SGK3, IKBKE, INSRR, PLK4, DAPK2, SRPK3, NEK6, EIF2AK1, RPS6KA6, LATS2, HUNK, ULK2, SLK, NUAK1, CILK1, MAST1, STK38L, CDK19, CLK1, PIK3CD, PIK3CB, PIK3CG, PIK3CA"
BRD-K20958582,UGJWRPJDTDGERK-UHFFFAOYSA-N,,
BRD-K01054709,PNMYJIOQIAEYQL-UHFFFAOYSA-N,NUDT1,
BRD-K87548127,ZCTJIMXXSXQXRI-KYJUHHDHSA-N,,
BRD-A93255169,UEJJHQNACJXSKW-VIFPVBQESA-N,TNF,
BRD-K60842365,SPQUOZYCYRJYJU-ZKSIBHASSA-N,,
BRD-K34888156,YAPQBXQYLJRXSA-UHFFFAOYSA-N,"ADORA1, ADORA2A, PDE4B","ADORA2A, ADORA2A"
BRD-K38380126,PPAIMZHKIXDJRN-FMDGEEDCSA-N,MGEA5,"OGA, OGA, OGA, OGA, OGA, OGA, OGA, OGA, OGA, OGA, CACNA1C, CYP3A4, CYP2C9, OGA, OGA, HEXB, OGA"
BRD-K95785345,JZRWCGZRTZMZEH-UHFFFAOYSA-N,"SLC19A2, SLC19A3, TPK1","CA1, CA2, SLC22A1, TKT, HSP90AA1"
BRD-A09994331,AYEKOFBPNLCAJY-UHFFFAOYSA-O,,
BRD-K79711234,OTVAEFIXJLOWRX-NXEZZACHSA-N,,"ABCC3, ABCC4"
BRD-A23970436,XLOMZPUITCYLMJ-MRVPVSSYSA-N,GABRA1,
BRD-K03164761,DOBKQCZBPPCLEG-UHFFFAOYSA-N,,
BRD-K69600043,XCTYLCDETUVOIP-UHFFFAOYSA-N,"DRD1, DRD2, DRD4","UBE2N, PLIN1, PLIN5, HNF4A"
BRD-K26619122,LEQAKWQJCITZNK-AXHKHJLKSA-N,"GABRA1, GABRB2, GABRG2, GLRA1, GLRB",
BRD-A16347691,AGBQKNBQESQNJD-ZETCQYMHSA-N,"ACHE, PTGS2",
BRD-K54521836,YODZTKMDCQEPHD-UHFFFAOYSA-N,,
BRD-K49350383,WYWHKKSPHMUBEB-UHFFFAOYSA-N,"IMPDH1, IMPDH2",XDH
BRD-K61443650,HXQVQGWHFRNKMS-UHFFFAOYSA-M,OXCT1,"CA2, CA9, CA1, CA2, CA7, CA1, CA7, CA5A, CA5A, CA12, CA12, CA14, CA14, CA3, CA3, CA5B, CA5B, CA4, CA4, CA9"
BRD-A72603112,IUJDSEJGGMCXSG-SSDOTTSWSA-N,FAAH,
BRD-A85424553,JFAYRTHYLOZRNL-CQSZACIVSA-N,"HRH3, HRH4",
BRD-K90168339,QGHREAKMXXNCOA-UHFFFAOYSA-N,,
BRD-K08619574,VZYCZNZBPPHOFY-UHFFFAOYSA-N,"ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A",DRD2
BRD-A84481105,KLBQZWRITKRQQV-UHFFFAOYSA-N,"DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7","CHRM3, CHRM5, HTR2C, ADRA1A, DRD2, HRH1, ADRA1A, DRD2, HRH1, DRD2, DRD4, DRD2, DRD2, DRD2, DRD2, DRD4, DRD2, DRD4, HTR2C, DRD2, KCNH2, HTR2C, HTR6, HTR7, ADRA1A, CHRM3, DRD2, HRH1, CHRM3, CHRM5, DRD2, KCNH2, KCNH2, CACNA1C, KCNH2, KCNH2, DRD2, KCNH2, HTR7, KCNH2, KCNH2, KCNH2, KCNH2, KCNH2, KCNH2, CACNA1C"
BRD-A56012032,LJJKNPQAGWVLDQ-SNVBAGLBSA-N,MME,"ANPEP, ACE, ACE, ACE"
BRD-K58049875,NSFFHOGKXHRQEW-AIHSUZKVSA-N,FOXM1,
BRD-K09631521,FOCVUCIESVLUNU-UHFFFAOYSA-N,"CYP2B6, CYP3A4","ABCC4, ABCC3"
BRD-K04175245,GFBKORZTTCHDGY-UWVJOHFNSA-N,"DRD1, DRD2, HRH1, HTR2A","UBE2N, ADRB2, ADRB2, CHRM3, CHRM5, HTR2C, ADRA1A, DRD2, HRH1, HRH1, ADRA1A, DRD2, HRH1, HTR6, DRD4, DRD4, DRD2, DRD4, HTR2C"
BRD-K29254801,KUAZQDVKQLNFPE-UHFFFAOYSA-N,JAK2,"MDM2, JAK2, MDM2, MDM2, BBOX1, BBOX1, BBOX1, BBOX1, BBOX1, BBOX1, BBOX1, MGLL, EHMT1, LOX"
BRD-K00003401,DLVXFZWSPCOWSN-CQSZACIVSA-N,,
BRD-K13387373,IOYZYMQFUSNATM-UHFFFAOYSA-N,,"STK33, UBE2N, UBE2N, APAF1, APAF1, CASP9"
BRD-K88405679,GULNIHOSWFYMRN-UHFFFAOYSA-N,,
BRD-M01344114,ZSOGGZWFKNMGJN-WREOTHMNSA-N,,
BRD-K00004602,NZVYCXVTEHPMHE-ZSUJOUNUSA-N,,
BRD-K17458574,MGSRCZKZVOBKFT-UHFFFAOYSA-N,TRPA1,
BRD-K36617478,SHOKWSLXDAIZPP-UHFFFAOYSA-N,,
BRD-K43977121,PSWFFKRAVBDQEG-YGQNSOCVSA-N,,
BRD-K66401437,OBJNFLYHUXWUPF-IZZDOVSWSA-N,CDK7,"CCNH, CCNH, CCNH, CCNH, CCNH, CCNH, CDK2, CDK1, CDK2, CCNT1, MAP3K11, CCNT1, MAPK8, MAPK9, MAP3K11, CDK7, CDK7, CCNH, CCNH, CCNT1, CCNH, CCNH, CCNH, CDK13, CDK13, CCNH"
BRD-K02135007,TUERFPPIPKZNKE-UHFFFAOYSA-N,CDK7,CDK7
BRD-K95902121,FONRCZUZCHXWBD-VGOFMYFVSA-N,CDK7,"CCNH, CCNH, CDK9, CDK1, CDK2, CDK5, CDK7, CDK1, CDK2, CDK5, CDK9, CDK8, CCNH"
