"DRH ID code","Outcome","MolecularWeight","MonoisotopicMass","ExactMass","XLogP","TPSA","Complexity","Charge","HBondDonorCount","HBondAcceptorCount","RotatableBondCount","HeavyAtomCount","IsotopeAtomCount","AtomStereoCount","DefinedAtomStereoCount","UndefinedAtomStereoCount","BondStereoCount","DefinedBondStereoCount","UndefinedBondStereoCount","CovalentUnitCount","Volume3D","XStericQuadrupole3D","YStericQuadrupole3D","ZStericQuadrupole3D","FeatureCount3D","FeatureAcceptorCount3D","FeatureDonorCount3D","FeatureAnionCount3D","FeatureCationCount3D","FeatureRingCount3D","FeatureHydrophobeCount3D","ConformerModelRMSD3D","EffectiveRotorCount3D","ConformerCount3D"
"BRD-K00004968","No-Effect","885.1","884.52456972","884.52456972","2.7","201","1480","0","3","17","13","62","0","19","19","0","2","2","0","1","","","","","","","","","","","","","","0"
"BRD-K72215350","No-Effect","173.21","173.10519334","173.10519334","0.1","66.4","156","0","2","3","6","12","0","0","0","0","0","0","0","1","140.1","10.29","1.43","0.93","6","3","1","1","0","0","1","0.8","7","10"
"BRD-A29520968","No-Effect","218.2","218.0579088","218.0579088","1.7","63.6","352","0","1","4","2","16","0","1","1","0","0","0","0","1","166.5","5.94","2.09","1.14","7","4","0","1","0","2","0","0.6","2.4","4"
"BRD-K63736853","No-Effect","154.12","154.03784206","154.03784206","-1","75.6","162","0","1","4","1","11","0","0","0","0","0","0","0","1","112.4","4.51","1.62","0.57","6","3","0","2","0","1","0","0.4","1","2"
"BRD-K74236708","No-Effect","233.18","233.0548891","233.0548891","0.3","121","311","0","3","6","3","17","0","0","0","0","0","0","0","1","168.1","10.07","2.17","0.57","8","3","1","1","1","2","0","0.6","4","4"
"BRD-K62012036","No-Effect","326.4","326.18819469","326.18819469","6.1","46.5","539","0","1","3","6","24","0","0","0","0","4","4","0","1","276.6","25.99","1.67","1.37","7","3","0","1","0","1","2","0.8","6","10"
"BRD-K13050541","No-Effect","178.57","178.0145198","178.0145198","-2.7","84.9","206","0","2","5","2","11","0","2","2","0","0","0","0","1","121","4.91","1.63","0.72","7","3","1","1","1","1","0","0.6","2.6","10"
"BRD-K74363950","No-Effect","484.7","484.16162579","484.16162579","4.7","112","647","1","1","6","10","33","0","1","1","0","0","0","0","1","371.9","16.72","5.51","1.48","9","3","1","0","1","4","0","1.2","11.2","10"
"BRD-K00003303","No-Effect","367.1","367.1002861","367.1002861","","58.6","545","0","2","7","2","26","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K66465025","No-Effect","101.1","101.047678466","101.047678466","-2.8","63.3","106","0","2","3","1","7","0","0","0","0","0","0","0","1","77.7","2.01","1.1","1.04","5","2","1","1","1","0","0","0.4","1.6","3"
"BRD-M87138257","No-Effect","433.5","433.21406982","433.21406982","","121","486","1","4","5","0","33","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","0"
"BRD-K97874492","No-Effect","224.28","224.118772459","224.118772459","2.3","55.9","255","1","2","2","0","17","0","0","0","0","0","0","0","1","177.3","7.78","2.13","0.6","7","0","2","0","2","3","0","0.4","0","1"
"BRD-M49658242","No-Effect","388.5","388.21507814","388.21507814","","79.4","354","0","3","4","5","29","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","0"
"BRD-K50163129","No-Effect","348.4","348.183778013","348.183778013","1.6","53.4","514","0","1","4","6","26","0","0","0","0","2","2","0","1","285.7","10.92","6","1.18","8","3","0","1","1","3","0","0.8","7","10"
"BRD-M00184283","No-Effect","95.05","95.01089865","95.01089865","","37.3","55","0","1","2","1","6","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","0"
"BRD-K34843150","No-Effect","546.2","543.9164","545.91435","2.4","151","597","0","2","10","8","29","0","0","0","0","0","0","0","1","328","17.29","4.67","1.12","10","1","2","0","2","3","2","1","8","10"
"BRD-K19781342","No-Effect","388.5","388.14567842","388.14567842","3.2","84.1","600","0","1","5","5","27","0","1","1","0","0","0","0","1","297.9","17.34","2.78","1.55","8","4","1","0","0","3","0","0.8","7","10"
"BRD-K33483813","No-Effect","193.2","193.07389321","193.07389321","0.8","66.4","219","0","2","3","3","14","0","0","0","0","0","0","0","1","151","8.81","1.27","0.88","6","3","1","1","0","1","0","0.6","4","10"
"BRD-K35936936","No-Effect","591.5","591.20172853","591.20172853","2.5","119","901","0","3","12","7","42","0","0","0","0","0","0","0","1","421.1","29.32","4.46","2.22","14","3","3","0","3","5","0","1.2","11.2","10"
"BRD-K08837089","No-Effect","253.28","253.04087901","253.04087901","1.3","84.9","351","0","1","5","3","17","0","0","0","0","0","0","0","1","183.3","6.28","2.99","0.81","8","5","0","1","0","2","0","0.6","3","9"
"BRD-K00003220","No-Effect","385.4","385.15387487","385.15387487","3.4","114","684","0","2","5","5","29","0","0","0","0","0","0","0","1","300.7","18.09","4.63","1.2","10","4","2","0","1","3","0","0.8","6.6","10"
"BRD-K82928847","No-Effect","433.5","433.21138974","433.21138974","3.4","107","538","0","3","6","11","32","0","0","0","0","0","0","0","1","341.7","21.22","5.34","2.27","10","3","2","0","1","3","1","1.2","13","10"
"BRD-A80280426","No-Effect","307.4","307.12421471","307.12421471","3.7","81.9","410","0","1","4","4","21","0","1","1","0","0","0","0","1","240.3","6.3","3.61","1.39","9","4","0","1","0","2","2","0.8","4.6","4"
"BRD-A73427433","No-Effect","260.14","260.02971899","260.02971899","-4.2","157","277","0","6","9","3","16","0","5","5","0","0","0","0","1","169.4","8.03","1.95","0.89","14","8","4","1","0","1","0","0.6","4.2","10"
"BRD-K37151368","No-Effect","856.9","856.39266112","856.39266112","-6.9","437","1530","0","16","16","24","60","0","12","12","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K00152668","No-Effect","374.5","374.18819469","374.18819469","6.5","57.5","574","0","2","3","4","28","0","0","0","0","1","1","0","1","290.6","20.33","2.8","1.01","10","2","1","1","0","6","0","0.8","5.2","3"
"BRD-K67789209","No-Effect","369.5","369.25286063","369.25286063","2.4","61.4","497","0","1","5","5","27","0","0","0","0","0","0","0","1","280.3","27.18","1.53","1.19","11","2","1","0","2","6","0","1","8.4","10"
"BRD-K00003499","No-Effect","505.5","505.20263658","505.20263658","4.5","112","816","0","3","6","6","38","0","0","0","0","0","0","0","1","389.8","13.76","8.81","0.99","15","4","3","0","1","6","1","1","7","10"
"BRD-K43055376","No-Effect","279.72","279.0774544","279.0774544","1.5","44.8","374","0","1","3","2","19","0","0","0","0","0","0","0","1","205.8","12.91","2.07","0.71","7","2","1","0","1","3","0","0.6","3.2","8"
"BRD-K77484724","No-Effect","273.19","273.06269088","273.06269088","-2","136","327","0","3","8","5","18","0","0","0","0","0","0","0","1","188.6","6.97","2.79","1.25","12","4","1","1","4","2","0","0.6","5","10"
"BRD-K96159438","No-Effect","501.5","501.19884999","501.19884999","1.8","167","706","0","1","12","15","34","0","0","0","0","0","0","0","1","373.3","10.84","4.82","2.18","13","4","1","0","4","2","2","1.2","15","10"
"BRD-K78185697","No-Effect","399.4","399.14506403","399.14506403","-3.5","184","533","1","5","10","7","27","0","5","5","0","0","0","0","1","287.3","17.23","3.28","1.46","18","5","4","1","5","3","0","1","8","10"
"BRD-K26060080","No-Effect","135.13","135.05449518","135.05449518","-0.1","80.5","127","0","2","4","0","10","0","0","0","0","0","0","0","1","95.5","2.77","1.91","0.57","8","0","2","0","4","2","0","0.4","0","1"
"BRD-K01577834","No-Effect","267.24","267.09675391","267.09675391","-1.1","140","335","0","4","8","2","19","0","4","4","0","0","0","0","1","183.3","8.13","2.33","0.82","15","4","4","0","4","3","0","0.6","3","10"
"BRD-K85767870","No-Effect","347.22","347.0630848","347.0630848","-3.5","186","481","0","5","11","4","23","0","4","4","0","0","0","0","1","232.7","10.61","3.51","0.89","17","6","3","1","4","3","0","0.8","5","10"
"BRD-K00003709","No-Effect","507.18","506.99574658","506.99574658","-5.7","279","800","0","7","17","8","31","0","4","4","0","0","0","0","1","319.7","7.42","5.05","2.35","21","10","3","1","4","3","0","1.2","9","10"
"BRD-K60907894","No-Effect","311.4","311.18852904","311.18852904","4.2","29.5","311","0","0","3","9","23","0","0","0","0","0","0","0","1","260.1","12.72","3.82","1.53","4","1","0","0","1","2","0","1","9","10"
"BRD-K10656395","No-Effect","146.14","146.0579088","146.0579088","0.1","74.6","114","0","2","4","5","10","0","0","0","0","0","0","0","1","113.1","8.43","1.07","0.58","7","4","0","2","0","0","1","0.6","5","10"
"BRD-K68810443","No-Effect","428.5","428.20999276","428.20999276","4.7","58.6","582","0","1","4","8","32","0","0","0","0","0","0","0","1","346.6","38.08","2.43","1.79","9","3","1","0","1","4","0","1.2","10.2","10"
"BRD-K39624409","No-Effect","392.5","392.20999276","392.20999276","3.2","61.8","601","0","2","4","4","29","0","0","0","0","0","0","0","1","310.1","14.32","4.16","1.21","9","2","2","0","1","4","0","0.8","6.2","10"
"BRD-K00003302","No-Effect","555.6","555.25964312","555.25964312","8.1","75.6","798","0","2","7","11","40","0","1","1","0","0","0","0","1","435.7","21.12","9.53","1.48","10","4","1","1","0","3","1","1.2","13","10"
"BRD-K34870043","No-Effect","405.5","405.18525518","405.18525518","3.7","37.8","537","0","0","6","4","30","0","0","0","0","0","0","0","1","314.3","21.18","3.91","1.06","10","3","0","0","2","5","0","0.8","6","10"
"BRD-A90926615","No-Effect","289.4","289.07726451","289.07726451","1.6","85.6","318","0","2","4","5","20","0","1","1","0","0","0","0","1","223.4","7.42","4.32","1.24","5","2","1","0","0","2","0","0.8","6","10"
"BRD-K82343404","No-Effect","181.19","181.07389321","181.07389321","0.5","69.6","184","0","3","4","3","13","0","0","0","0","0","0","0","1","141.2","7.38","1.64","0.59","6","1","3","0","1","1","0","0.6","3","10"
"BRD-K17368287","No-Effect","300.4","300.17254462","300.17254462","1.6","51.2","616","0","0","3","0","22","0","5","5","0","0","0","0","1","236","9.04","2.3","1.07","7","3","0","0","0","4","0","0.6","1.4","1"
"BRD-K77911775","No-Effect","240.27","240.10627659","240.10627659","3.1","38.9","343","0","1","3","2","18","0","0","0","0","0","0","0","1","195","12.86","2.17","0.84","5","1","1","0","1","2","0","0.4","0","1"
"BRD-K56543881","No-Effect","369.4","369.12888312","369.12888312","3.7","59.2","508","0","0","6","3","27","0","1","1","0","0","0","0","1","279.4","9.3","4.79","1.98","6","1","0","0","1","4","0","0.8","5.2","10"
"BRD-K40718343","No-Effect","440.6","440.26884505","440.26884505","4.6","60.1","579","0","2","5","7","33","0","1","1","0","0","0","0","1","348.1","29.24","3.74","1.74","12","0","2","0","5","5","0","1","8.2","10"
"BRD-K47816470","No-Effect","324.25","324.0721767","324.0721767","2.8","79.3","456","0","2","7","3","23","0","0","0","0","0","0","0","1","231.7","13.57","2.42","1.06","8","4","1","1","0","2","0","0.8","5","8"
"BRD-K53205568","No-Effect","207.23","207.08954328","207.08954328","0.6","66.4","234","0","2","3","4","15","0","1","1","0","0","0","0","1","164.2","5.55","2.58","1.13","6","3","1","1","0","1","0","0.6","5","10"
"BRD-K04210847","No-Effect","387.5","387.219829168","387.219829168","6.8","32.7","493","0","1","3","8","29","0","0","0","0","1","1","0","1","323.7","13.69","5.9","1.43","7","1","1","0","1","3","1","1","8","9"
"BRD-K69247067","No-Effect","283.3","283.11209024","283.11209024","2.2","58.7","439","0","1","4","2","21","0","0","0","0","0","0","0","1","217.7","8.91","2.26","1.21","6","1","1","0","1","3","0","0.6","2","2"
"BRD-K23791635","No-Effect","375.4","375.15829154","375.15829154","2.5","75.4","622","0","1","4","4","28","0","0","0","0","1","1","0","1","295","15.66","4.84","1.1","9","4","1","0","0","4","0","0.8","5.6","10"
"BRD-K37793595","No-Effect","307.4","307.13544809","307.13544809","2.3","75.7","315","0","1","5","6","21","0","0","0","0","0","0","0","1","237.3","21.55","1.81","0.72","8","2","1","0","2","3","0","0.8","7.2","10"
"BRD-K08310154","No-Effect","305.17","304.02113","304.02113","4","67.8","414","0","1","3","2","18","0","0","0","0","0","0","0","1","211.8","7.52","3.08","1.32","6","2","1","0","0","1","2","0.6","2","6"
"BRD-K00615600","No-Effect","320.4","320.16371127","320.16371127","1.9","50.2","460","0","1","3","3","24","0","0","0","0","0","0","0","1","254","14.21","2.56","0.93","8","1","1","0","2","4","0","0.6","3.6","8"
"BRD-K47105409","No-Effect","294.3","294.10044231","294.10044231","2.4","93.4","460","0","3","4","4","22","0","0","0","0","1","1","0","1","232","16.65","1.69","1.38","7","2","3","0","0","2","0","0.8","5","10"
"BRD-K34428485","No-Effect","322.4","322.13174244","322.13174244","3.2","93.4","488","0","3","4","6","24","0","0","0","0","1","1","0","1","258","19.97","2.85","1.16","7","2","3","0","0","2","0","0.8","7","10"
"BRD-K81048131","No-Effect","336.4","336.1473925","336.1473925","3.5","93.4","502","0","3","4","7","25","0","0","0","0","1","1","0","1","270.8","19.48","3.89","1.21","7","2","3","0","0","2","0","1","8","10"
"BRD-A56371469","No-Effect","462.6","462.24310441","462.24310441","4.9","67.2","686","0","1","4","7","34","0","1","1","0","0","0","0","1","364.8","9.43","6.3","2.55","8","2","1","0","1","4","0","1","10.2","10"
"BRD-K04691817","No-Effect","481.5","481.07416828","481.07416828","4.2","124","771","0","3","8","6","32","0","0","0","0","0","0","0","1","345.3","15.91","6.29","1.64","9","3","3","0","0","3","0","1","9.6","10"
"BRD-A78111609","No-Effect","401.9","401.1605153","401.1605153","2.5","89.7","636","0","1","6","7","27","0","6","6","0","0","0","0","1","299.4","8.83","6.09","1.95","8","5","1","0","0","1","1","1","11","10"
"BRD-K49738308","No-Effect","130.19","130.121846464","130.121846464","-1.5","90.4","85","0","3","2","4","9","0","0","0","0","0","0","0","1","102.6","6.59","1.25","0.69","5","0","3","0","2","0","0","0.6","4","10"
"BRD-A18074780","No-Effect","153.26","153.15174961","153.15174961","2.3","26","153","0","1","1","1","11","0","4","4","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K70262971","No-Effect","424.6","424.14970118","424.14970118","6.9","62.6","738","0","1","3","5","31","0","0","0","0","0","0","0","1","347","19.47","6.41","1.23","9","2","0","1","0","4","2","0.8","3.4","2"
"BRD-K84698278","No-Effect","243.3","243.125928785","243.125928785","2.7","38.3","280","0","1","2","4","18","0","0","0","0","0","0","0","1","198.8","7.6","4.22","0.69","5","2","1","0","0","2","0","0.6","5","10"
"BRD-K91495480","No-Effect","340.6","340.334130642","340.334130642","9.6","37.3","250","0","1","2","20","24","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K10852420","No-Effect","351.4","351.09291458","351.09291458","4","63.8","528","0","1","4","3","25","0","0","0","0","0","0","0","1","268.6","8.76","3.96","1.29","8","3","1","0","0","4","0","0.6","3.4","5"
"BRD-A64808605","No-Effect","338.4","338.199428076","338.199428076","3.3","56.6","403","0","2","3","7","25","0","1","1","0","0","0","0","1","274.2","10.17","4","1.4","8","2","2","0","1","3","0","1","8.2","10"
"BRD-K59339270","No-Effect","298.29","298.08412354","298.08412354","3.9","72.8","446","0","1","5","3","22","0","0","0","0","0","0","0","1","228.5","13.9","2.22","0.72","10","5","0","1","0","3","1","0.6","3","7"
"BRD-K89899948","No-Effect","660.5","660.1555868","660.1555868","6.2","129","913","0","2","15","12","47","0","0","0","0","0","0","0","1","464.6","59.53","8.19","2.41","17","7","2","0","2","6","0","1.4","14","10"
"BRD-K85139301","No-Effect","371.4","371.16337692","371.16337692","5","60.2","492","0","1","5","5","28","0","1","1","0","0","0","0","1","292.8","10.12","4.66","1.17","9","1","1","0","2","5","0","0.8","6","10"
"BRD-K76677554","No-Effect","233.35","233.177964357","233.177964357","3.4","21.3","231","0","1","2","4","17","0","2","2","0","0","0","0","1","195.6","9.16","2.17","0.99","6","1","1","0","1","2","1","0.6","4.8","10"
"BRD-K00005347","No-Effect","326.4","326.199428076","326.199428076","1.8","46.9","570","0","2","4","1","24","0","9","9","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K09143580","No-Effect","437.4","436.04563","436.04563","3.8","74.9","570","0","1","4","4","26","0","0","0","0","0","0","0","1","299.3","13.79","4.69","1.29","8","3","1","0","0","3","1","0.8","6.4","10"
"BRD-K54907283","No-Effect","512.7","512.35017463","512.35017463","7.2","80.7","1060","0","1","5","3","37","0","11","11","0","0","0","0","1","398.7","16.06","3.38","1.81","10","4","0","1","0","5","0","0.8","5.4","2"
"BRD-K26807903","No-Effect","200.58","199.9988697","199.9988697","1.4","88.9","228","0","1","3","1","13","0","0","0","0","0","0","0","1","138.6","5.43","1.84","0.75","6","3","1","1","0","1","0","0.6","2","4"
"BRD-K44731351","No-Effect","402.4","402.16674579","402.16674579","5","59.3","626","0","1","6","4","29","0","0","0","0","0","0","0","1","305.4","14.19","4.14","1.56","8","1","1","0","2","3","1","0.8","5.6","10"
"BRD-K51784806","No-Effect","406.5","406.15624311","406.15624311","2.1","129","591","0","2","6","9","28","0","3","3","0","0","0","0","1","313.8","11.2","5.28","1.8","9","4","1","1","0","2","1","1","12","10"
"BRD-K80403280","No-Effect","196.14","196.0612939","196.0612939","-4.5","113","214","0","4","5","3","12","0","2","2","0","0","0","0","1","139.4","5.78","1.72","0.98","8","4","2","1","1","0","0","0.6","4","9"
"BRD-K96029467","No-Effect","232.32","232.07961024","232.07961024","3.4","49.2","250","1","0","2","3","16","0","0","0","0","0","0","0","1","185.5","10.29","1.33","1.19","3","1","0","0","0","2","0","0.6","3","10"
"BRD-A33317514","No-Effect","89.09","89.047678466","89.047678466","-3","63.3","61","0","2","3","1","6","0","1","1","0","0","0","0","1","68.8","1.92","1.35","0.67","5","2","1","1","1","0","0","0.4","1","3"
"BRD-K00004718","No-Effect","151.12","151.05930578","151.05930578","-4.6","121","118","0","4","6","4","10","0","1","1","0","0","0","0","1","104.8","3.91","1.41","1","7","2","2","2","1","0","0","0.6","4","10"
"BRD-K53731810","No-Effect","232.32","232.146329876","232.146329876","3.7","26.3","421","0","0","2","0","17","0","4","4","0","0","0","0","1","186.9","5.8","1.97","1.3","4","1","0","0","0","3","0","0.6","1.2","2"
"BRD-K42140276","No-Effect","1167.3","1166.59851199","1166.59851199","-0.6","432","2320","0","15","14","30","84","0","9","9","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K79131256","No-Effect","265.33","265.0884979","265.0884979","2.9","92.3","291","0","2","4","5","18","0","0","0","0","0","0","0","1","202.3","15.65","1.34","1.13","6","1","2","0","0","2","1","0.8","6","10"
"BRD-A67060370","No-Effect","281.33","281.08341252","281.08341252","1.4","103","353","0","2","5","5","19","0","1","1","0","0","0","0","1","210.2","15.53","1.46","1.21","7","2","2","0","0","2","1","0.8","6","10"
"BRD-K01825118","No-Effect","239.31","239.15214353","239.15214353","0.3","72.7","227","0","4","4","5","17","0","1","1","0","0","0","0","1","192.5","7.13","2.37","1.53","9","2","4","0","1","1","1","0.6","5","10"
"BRD-K55991142","No-Effect","307.4","307.168462302","307.168462302","1.7","38.1","479","0","0","3","1","23","0","0","0","0","0","0","0","1","243.3","6.28","5.27","1.28","7","1","0","0","2","4","0","0.6","2.4","8"
"BRD-K47492008","No-Effect","226.65","226.0396719","226.0396719","2.5","46.5","230","0","1","3","5","15","0","0","0","0","0","0","0","1","171.9","8.73","1.62","1.3","6","3","0","1","0","1","1","0.6","5","10"
"BRD-A17407635","No-Effect","521","520.2227812","520.2227812","3.2","107","1030","0","1","7","8","36","0","9","9","0","0","0","0","1","389.7","16.17","3.35","2.28","12","5","1","0","0","4","2","1","9.4","10"
"BRD-A84907376","No-Effect","666.9","666.39337685","666.39337685","3.1","46.9","1510","2","2","4","6","50","0","10","10","0","4","4","0","1","","","","","","","","","","","","","","0"
"BRD-K06890060","No-Effect","324.2","323.0115986","323.0115986","4","47.6","372","0","1","3","3","21","0","0","0","0","0","0","0","1","229.8","11.56","2.25","1.29","7","3","1","0","0","3","0","0.8","4.6","10"
"BRD-K68928792","No-Effect","750.7","750.27483741","750.27483741","1.3","268","1510","0","7","15","12","54","0","6","6","0","1","1","0","1","","","","","","","","","","","","","","0"
"BRD-K75527158","No-Effect","249.1","249.01672575","249.01672575","-6.5","161","257","0","6","8","5","14","0","0","0","0","0","0","0","1","161.4","4.43","2.57","1.29","12","7","2","2","1","0","0","0.6","5","4"
"BRD-K49522529","No-Effect","400.6","400.334130642","400.334130642","6.8","40.5","643","0","2","2","6","29","0","6","6","0","2","2","0","1","337.9","22.38","2.3","1.66","10","2","2","0","0","3","3","1","8","10"
"BRD-K00005348","No-Effect","448.6","448.26135963","448.26135963","4.6","52.6","901","0","0","4","2","33","0","8","8","0","0","0","0","1","350.5","9.9","4.72","1.91","10","4","0","0","0","6","0","0.8","4","1"
"BRD-K60102752","No-Effect","251.28","251.11575802","251.11575802","1.8","78.8","282","0","3","4","6","18","0","0","0","0","0","0","0","1","197.6","7.36","4.08","1","8","3","3","0","0","1","1","0.8","7","10"
"BRD-K01827280","No-Effect","298.4","298.15036988","298.15036988","4.7","31.8","311","0","0","3","4","21","0","1","1","0","0","0","0","1","242.6","7.71","4.62","1.11","6","0","0","0","2","3","1","0.6","4.4","7"
"BRD-K00004709","No-Effect","270.15","269.0486528","269.0486528","2.7","27.6","296","0","1","1","4","17","0","0","0","0","0","0","0","1","195.8","4.56","2.95","1.83","5","0","1","0","1","2","1","0.6","4.6","10"
"BRD-K75295174","No-Effect","518.9","518.115711","518.115711","5","106","836","0","2","9","6","37","0","0","0","0","0","0","0","1","381.2","17.68","3.82","2.66","14","6","1","1","1","5","0","1","6.2","10"
"BRD-K00003135","No-Effect","1216.6","1215.85701808","1215.85701808","7.9","279","2360","0","5","12","15","86","0","13","13","0","1","1","0","1","","","","","","","","","","","","","","0"
"BRD-K00003607","No-Effect","315.37","315.16952493","315.16952493","1.5","83.1","433","0","2","5","6","23","0","1","1","0","0","0","0","1","246.5","15.15","1.79","1.55","10","4","1","0","1","3","1","0.8","8","10"
"BRD-K73191876","No-Effect","240.21","240.04225873","240.04225873","3.2","74.6","378","0","2","4","0","18","0","0","0","0","0","0","0","1","178.7","6.93","2.45","0.6","7","2","2","0","0","3","0","0.4","0","1"
"BRD-A96407378","No-Effect","158.12","158.04399007","158.04399007","-2.2","113","225","0","4","3","1","11","0","1","1","0","0","0","0","1","108.5","4.72","1.39","0.76","8","3","4","0","0","1","0","0.6","2.6","3"
"BRD-A60402836","No-Effect","162.3","162.01730729","162.01730729","1.3","61.6","120","0","0","3","5","9","0","1","1","0","0","0","0","1","127","8.88","0.99","0.78","2","0","0","0","0","0","2","0.6","5","10"
"BRD-K86307448","No-Effect","136.11","136.03851076","136.03851076","-0.7","70.1","190","0","2","3","0","10","0","0","0","0","0","0","0","1","94.9","2.68","1.94","0.57","6","2","2","0","0","2","0","0.4","0","1"
"BRD-A93407926-K00004728","No-Effect","536.5","536.16153899","536.16153899","","258","405","0","8","14","4","38","0","8","8","0","0","0","0","2","","","","","","","","","","","","","","0"
"BRD-K12872829","No-Effect","300.5","300.24531564","300.24531564","5.3","20.2","492","0","1","1","2","22","0","6","6","0","0","0","0","1","247.3","10.91","2.02","1.49","7","1","1","0","0","4","1","0.6","4","3"
"BRD-K33219225","No-Effect","99.16","99.01427034","99.01427034","2.4","44.4","81","0","0","2","2","6","0","0","0","0","0","0","0","1","81.2","5","0.73","0.7","3","2","0","0","0","0","1","0.4","2","10"
"BRD-K89634775","No-Effect","116.19","116.04081944","116.04081944","0.2","70.1","79","0","2","1","2","7","0","0","0","0","0","0","0","1","91.8","5","1.11","0.68","4","1","2","0","0","0","1","0.4","3","10"
"BRD-K82677201","No-Effect","477.6","477.24525028","477.24525028","5.6","69.2","602","0","2","9","10","35","0","0","0","0","0","0","0","1","371.1","19.08","7.93","1.59","12","0","2","0","4","4","2","1.2","11.2","8"
"BRD-K84810405","No-Effect","512.6","512.22867734","512.22867734","6","50.8","722","0","1","7","8","37","0","2","2","0","0","0","0","1","394.2","13.23","7.23","3.06","9","3","1","0","1","4","0","1.2","10.8","9"
"BRD-K67601717","No-Effect","335.5","335.16674822","335.16674822","1.6","64.8","483","0","1","4","6","23","0","0","0","0","0","0","0","1","260.6","11.75","4.26","1.17","8","2","1","0","2","3","0","0.8","7","10"
"BRD-K04851519","No-Effect","270.24","270.05282342","270.05282342","1.8","94.8","421","0","3","5","1","20","0","0","0","0","0","0","0","1","198.7","8.07","2.69","0.65","9","3","3","0","0","3","0","0.6","1","1"
"BRD-K83003151","No-Effect","339.4","339.16952493","339.16952493","0.6","93.7","622","0","1","5","3","25","0","1","1","0","0","0","0","1","259.8","6.32","5.22","1.94","9","3","1","0","2","3","0","0.8","4.2","10"
"BRD-K96391852","No-Effect","232.36","232.193948774","232.193948774","1.6","15.3","336","0","1","2","0","17","0","4","4","0","0","0","0","1","180.6","6.04","1.85","1.36","7","0","1","0","2","4","0","0.6","2","1"
"BRD-K46742498","No-Effect","294.35","294.14806121","294.14806121","1.6","53.9","442","0","1","2","2","22","0","0","0","0","0","0","0","1","229.6","10.54","2.7","1.06","8","1","1","0","2","4","0","0.6","2.6","10"
"BRD-K00004697","No-Effect","244.22","244.08593506","244.08593506","-0.3","78.9","385","0","2","5","2","17","0","3","3","0","0","0","0","1","174.8","6.33","2.69","0.79","8","4","2","0","0","2","0","0.6","3","10"
"BRD-K54997624","No-Effect","441.5","441.14463062","441.14463062","3.2","129","663","0","2","8","4","30","0","1","1","0","0","0","0","1","319.7","24.18","1.98","1.69","9","3","2","0","0","3","1","1","8","10"
"BRD-K72536715","No-Effect","208.25","208.109944368","208.109944368","3","27.7","203","0","0","3","4","15","0","0","0","0","1","1","0","1","170.8","5.86","3.2","0.74","5","3","0","0","0","1","1","0.6","4","10"
"BRD-K87424134","No-Effect","180.16","180.0633881","180.0633881","-2.6","110","151","0","5","6","1","12","0","5","5","0","0","0","0","1","123","3.55","2.15","0.76","12","6","5","0","0","1","0","0.6","2.2","3"
"BRD-K00005238","No-Effect","772.7","772.24259379","772.24259379","-2.7","313","1230","0","11","20","10","54","0","16","16","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K33396764","No-Effect","278.4","278.224580195","278.224580195","5.9","37.3","301","0","1","2","13","20","0","0","0","0","3","3","0","1","247","9.08","5.65","0.99","4","2","0","1","0","0","1","1.4","13","10"
"BRD-K80028314","No-Effect","125.17","125.095297364","125.095297364","-0.3","54.7","84","0","2","2","2","9","0","1","1","0","0","0","0","1","102.7","4.28","1","0.96","5","0","2","0","2","1","0","0.4","2","10"
"BRD-K28308851","No-Effect","125.17","125.095297364","125.095297364","-0.3","54.7","84","0","2","2","2","9","0","1","1","0","0","0","0","1","102.5","4.32","1.1","0.84","5","0","2","0","2","1","0","0.4","2","10"
"BRD-K01826806","No-Effect","190.24","190.110613074","190.110613074","0.6","62","198","0","3","2","2","14","0","1","1","0","0","0","0","1","152.7","5.88","2.19","0.83","7","0","3","0","2","2","0","0.6","2","10"
"BRD-K01827294","No-Effect","190.24","190.110613074","190.110613074","0.6","62","198","0","3","2","2","14","0","1","1","0","0","0","0","1","152.7","5.88","2.19","0.83","7","0","3","0","2","2","0","0.6","2","10"
"BRD-A82892199","No-Effect","430.7","430.381080833","430.381080833","10.7","29.5","503","0","1","2","12","31","0","3","3","0","0","0","0","1","371.9","10.05","5.77","2.5","7","1","1","0","0","2","3","1.6","12.8","10"
"BRD-A61850409","No-Effect","472.7","472.39164552","472.39164552","10.8","35.5","602","0","0","3","14","34","0","3","3","0","0","0","0","1","402.3","11.12","6.24","2.34","7","2","0","0","0","2","3","1.6","14.8","10"
"BRD-K66896751","No-Effect","404.3","403.1218178","403.1218178","4.8","37.6","478","0","0","2","7","27","0","0","0","0","0","0","0","1","309.3","9.25","6.67","1.45","7","1","0","0","1","3","2","1","8","10"
