broad_id,InChIKey,Target,TTD Target
BRD-K00004281,KJEBULYHNRNJTE-HGJFNOKFSA-N,CACNA1B,
BRD-K00004595,KZSKGLFYQAYZCO-UHFFFAOYSA-N,,
BRD-K00003550,CFBUZOUXXHZCFB-OYOVHJISSA-N,"PDE4A, PDE4B, PDE4D",
BRD-K28578425,UIAYVIIHMORPSJ-UHFFFAOYSA-N,"PDE3A, PDE3B","PDE5A, PDE3A, PDE3B"
BRD-K67017579,RRGUKTPIGVIEKM-UHFFFAOYSA-N,"PDE3A, PDE3B",
BRD-K00004667,PJZPDFUUXKKDNB-KNINVFKUSA-N,,
BRD-A75514485,KSEXDSJYVSEVGF-FQEVSTJZSA-N,TRPM3,
BRD-A65440446,BUXRLJCGHZZYNE-GFCCVEGCSA-N,"ADRB1, ADRB2, ADRB3",
BRD-K34157611,AQIXAKUUQRKLND-UHFFFAOYSA-N,"HRH2, SLC29A4, SLC47A1, SLC47A2","ABCC4, SLC47A2, CYP3A4, HRH2, ATP4A; ATP4B, ABCC2, CYP2D6, AOX1, ABCB11, ABCB1, SLC47A1"
BRD-A99899486,QVVOZYKELHAIPX-IGDPVYPXSA-N,CHRM1,
BRD-K73838513,VDHAWDNDOKGFTD-MRXNPFEDSA-N,CASR,"GLRA1, CASR"
BRD-K73440166,WPYWMXNXEZFMAK-UHFFFAOYSA-N,"GUCY1A3, GUCY1B3",
BRD-K53720352,BZMKNPGKXJAIDV-VAWYXSNFSA-N,CYSLTR1,
BRD-K40901640,RSUVYMGADVXGOU-BUHFOSPRSA-N,HTR2A,"HTR2C, HTR2A, GP6, SIGMAR1"
BRD-K99121711,PUFQVTATUTYEAL-UHFFFAOYSA-N,"CALM1, SCN10A, SCN5A",
BRD-K39079086,KMPWYEUPVWOPIM-KODHJQJWSA-N,,
BRD-K36551084,KMPWYEUPVWOPIM-QAMTZSDWSA-N,CYP2D6,
BRD-K72915123,YTRMTPPVNRALON-UHFFFAOYSA-N,,
BRD-K00531707,XDUOTWNXVDBCDY-VOTSOKGWSA-N,,
BRD-K46839850,RCUDFXMNPQNBDU-VOTSOKGWSA-N,,
BRD-K25154476,NCOOUEIQXVWKTO-QPJJXVBHSA-N,,
BRD-K26875402,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,TRPA1,"ALOX5, TRPA1, XDH, PTGS2"
BRD-K07220430,DERZBLKQOCDDDZ-JLHYYAGUSA-N,,"ABCC4, Trypano CYSP, ABCC2, ABCB11"
BRD-K00003354,KBKUJJFDSHBPPA-ZNCGZLKOSA-N,,
BRD-K08699567,MDGVCMGGLSOVIQ-MDZDMXLPSA-N,,
BRD-K14704277,VDUWPHTZYNWKRN-UHFFFAOYSA-N,,
BRD-K17828029,CMDKPGRTAQVGFQ-RMKNXTFCSA-N,,
BRD-K24570280,AYQBYSPEGRYKFA-UHFFFAOYSA-N,"NR1H4, NR1I3, PPARG",
BRD-K66241279,LDCXGZCEMNMWIL-VOTSOKGWSA-N,,
BRD-K00003458,GULSIMHVQYBADX-FQEVSTJZSA-N,,
BRD-K24507548,LRLKZVMLJBNNPE-SNAWJCMRSA-N,,
BRD-K00004625,KSPYMJJKQMWWNB-UHFFFAOYSA-N,,"PDE5A, PDE4A"
BRD-K27811785,CKLPLPZSUQEDRT-WPCRTTGESA-N,,"CCKAR, KCNH2, AVPR2, BDKRB1, NR3C1, HTR1A, MC4R, GHSR, OPRM1, CHRM2, DRD3, NPY1R, ADRB1, HRH2, DRD2, CRHR2, HTR2B, NPY2R, AGTR1, MC3R, DRD4, CHRM3, SLC6A3, HRH1, AVPR1A, CHRM1, HTR3A, SLC6A4, ADORA2A, ESR1, CCKBR, PDE4D, TBXA2R, ADRB3, OPRK1, AR, TACR1, ADRA2A, MAOA, HRH3, NTSR1, HTR2C, ADRA2C, ADRA2B, EDNRA, OPRD1, HTR2A, PTGS1, MLNR, CYP2C9, ADORA3, SLC6A2, EDNRB, CNR1, ADRB2, CRHR1, HCAR2, BDKRB2, ADRA1A, PTGS2, DRD1, ESR2, GCGR"
BRD-K95362002,GFUITADOEPNRML-SJORKVTESA-N,"ADAM17, MMP1, MMP13, MMP2, MMP3, MMP8, MMP9",
BRD-A49358627,KPSRODZRAIWAKH-SNVBAGLBSA-N,PPARA,
BRD-K04804440,MYSWGUAQZAJSOK-UHFFFAOYSA-N,TOP2A,"KCNH2, ABCC4, Stap-coc gyrA, TOP2A; TOP2B, ABCC2, TOP2A, Bact parC, ABCB11, TOP2B"
BRD-K01767299,ACQBHJXEAYTHCY-UHFFFAOYSA-N,"ADRA2A, ADRA2C, HRH3, HRH4, HTR3A","HRH2, HRH1, ADRA2A, MAOA, HRH3, ADRA2C, ACHE, HRH4, BCHE, MAOB"
BRD-A35425966,VYMILMYEENZHAR-HSZRJFAPSA-N,"GRIN2C, GRIN2D",
BRD-K54142781,YAORIDZYZDUZCM-UHFFFAOYSA-N,ADRA1A,"HTR1A, NISCH, NISCH, ADRA2A, ADRA2C, ADRA2B, ADRA1B, ADRA1D, ADRA1A"
BRD-K71756122,GTZCVFVGUGFEME-IWQZZHSRSA-N,ACO2,
BRD-K00004205,YFYNOWXBIBKGHB-CLZZGJSISA-N,"GRM2, GRM3, GRM6, GRM7, GRM8",
BRD-K41962502,AYEOSGBMQHXVER-AZQAYCESSA-N,NOS3,
BRD-K52670952,LOIYMIARKYCTBW-OWOJBTEDSA-N,HTR2A,
BRD-K80025777,JBYXPOFIGCOSSB-GOJKSUSPSA-N,,
BRD-K06895174,DCSUBABJRXZOMT-IRLDBZIGSA-N,"HTR2A, HTR3A, HTR4, KCNH2",
BRD-K17498618,YXSLJKQTIDHPOT-LJCJQEJUSA-N,CHRNA2,
BRD-K69172251,DQLATGHUWYMOKM-UHFFFAOYSA-L,XIAP,
BRD-A47598013,WSEQXVZVJXJVFP-FQEVSTJZSA-N,"ADRA1A, CHRM1, HRH1, SLC6A2, SLC6A3, SLC6A4",
BRD-K00003202,VLIUIBXPEDFJRF-UHFFFAOYSA-N,,"HDAC2, HDAC1, HDAC6, HDAC4"
BRD-K53263234,ZQWBOKJVVYNKTL-AUEPDCJTSA-N,NR1I3,"NR1I3, NR1I2"
BRD-K01827268,RZZPDXZPRHQOCG-OJAKKHQRSA-O,"ACHE, SLC1A2",
BRD-A57957888,NRFJZTXWLKPZAV-YFKPBYRVSA-N,,
BRD-K76792669,KRKNYBCHXYNGOX-UHFFFAOYSA-N,"AKR1B1, ANG, APRT, BHMT, C8G, CA4, CPB1, CS, CTDSP1, GNMT, HGS, HS3ST3A1, IL4I1, ITPA, LSM6, MDH2, MIF, PDE5A, PKD2L1, PLEKHA1, RNASE1, RNASE3, SRC, TNFSF13B, UCK2",
BRD-K21306330,ISKHMDNIWXPUGR-UHFFFAOYSA-N,HTR4,
BRD-K00004624,VPTONMHDLLMOOV-UHFFFAOYSA-N,,ALOX5
BRD-K00005246,IDRGFNPZDVBSSE-UHFFFAOYSA-N,,
BRD-K81572616,ACAKNPKRLPMONU-UHFFFAOYSA-N,"ACTR2, ACTR3, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5",
BRD-A26458246,YGCQFKVNIBDJFW-SFHVURJKSA-N,"JAK2, STAT1",
BRD-K34303607,OGKYMFFYOWUTKV-UHFFFAOYSA-N,CSNK1G2,
BRD-K00662280,GUOQUXNJZHGPQF-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",
BRD-K87573013,ZJRCIQAMTAINCB-UHFFFAOYSA-N,,
BRD-K93034159,PTOAARAWEBMLNO-KVQBGUIXSA-N,"ADA, PNP, POLA1, POLE, POLE2, POLE3, POLE4, RRM1, RRM2, RRM2B","PDE2A, ABCC4, ABCC2, ABCB11"
BRD-K00004576,VXTKXGKPBOLHRY-UHFFFAOYSA-N,,
BRD-K62378877,SRLPZQAEBMZCIJ-UHFFFAOYSA-N,,
BRD-K49668410,AGOYDEPGAOXOCK-AAFHZFQRSA-N,CYP3A4,
BRD-K94250879,HZZVJAQRINQKSD-PBFISZAISA-N,,"ELANE, ABCB11, Stap-coc blaZ"
BRD-K17294426,BVPWJMCABCPUQY-UHFFFAOYSA-N,"ACHE, DRD2","KCNH2, DRD3, DRD2, DRD4, ACHE"
BRD-K30240666,YNNUSGIPVFPVBX-NHCUHLMSSA-N,HRH1,
BRD-K04704168,CJXAEXPPLWQRFR-UHFFFAOYSA-N,,"TRPC6, TRPC3"
BRD-K00003701,STJMRWALKKWQGH-SNVBAGLBSA-N,"ABCC8, ADRB2, KCNJ11",
BRD-A01563671,KPBZROQVTHLCDU-SFHVURJKSA-N,"CACNA1C, CACNA1D, CACNA1F, CACNA1S",
BRD-K00003562,GBBJCSTXCAQSSJ-XQXXSGGOSA-N,,
BRD-K01827265,HOOSGZJRQIVJSZ-WEQDKIBNSA-N,"CHRM1, CHRM3",
BRD-A61676498,OWEGWHBOCFMBLP-CQSZACIVSA-N,,
BRD-K01825499,QGPKADBNRMWEQR-QMMMGPOBSA-N,,
BRD-K23586533,KDLRVYVGXIQJDK-AWPVFWJPSA-N,,
BRD-K10759270,OYSKUZDIHNKWLV-PRUAPSLNSA-N,,
BRD-K27771035,UFUVLHLTWXBHGZ-MGZQPHGTSA-N,,
BRD-A90625545,BMOVQUBVGICXQN-AVJYQCBHSA-N,LPL,
BRD-K09255212,QCDFBFJGMNKBDO-UHFFFAOYSA-N,OPRK1,"ABCC4, APP, ABCC2, PDE4D, ABCB11"
BRD-K71430621,UCAIEVHKDLMIFL-UHFFFAOYSA-N,"HRH1, HRH2, HRH3, HRH4",
BRD-K10799896,CBGUOGMQLZIXBE-XGQKBEPLSA-N,"NR3C1, PLA2G1B",
BRD-K58810291,FBRAWBYQGRLCEK-AVVSTMBFSA-N,NR3C1,
BRD-A43809092,KVHHQGIIZCJATJ-ZSOXZCCMSA-N,,
BRD-K38003476,SXYZQZLHAIHKKY-GSTUPEFVSA-N,"NR3C1, PLA2G1B",
BRD-K72542090,ACSIXWWBWUQEHA-UHFFFAOYSA-N,"SLC25A4, SLC25A5, SLC25A6","MMP2, MMP9, MMP12, MMP3"
BRD-K34022604,WDDPHFBMKLOVOX-AYQXTPAHSA-N,"POLA1, POLD1, POLE, RRM1, RRM2, RRM2B",
BRD-K56614220,WDQPAMHFFCXSNU-BGABXYSRSA-N,,
BRD-A15687940,WRCHFMBCVFFYEQ-QGZVFWFLSA-N,HRH1,
BRD-K45252063,KNHUKKLJHYUCFP-UHFFFAOYSA-N,"LPL, PPARA","ABCC4, PPARA, PPARG, ABCC2, ABCB11"
BRD-K19111024,TXCGAZHTZHNUAI-UHFFFAOYSA-N,PPARA,
BRD-K02680176,WPSYTTKBGAZSCX-UHFFFAOYSA-N,"KCNA5, KCNH1",
BRD-K02900412,HQVZOORKDNCGCK-UHFFFAOYSA-N,,
BRD-K39230570,SEHSPJCWCBQHPF-UHFFFAOYSA-N,,
BRD-K50422030,PCLITLDOTJTVDJ-UHFFFAOYSA-N,GABRA1,
BRD-K29950728,GKIRPKYJQBWNGO-QPLCGJKRSA-N,ESR1,
BRD-K52989797,GDLIGKIOYRNHDA-UHFFFAOYSA-N,"GSTP1, HTR2A, HTR2B, HTR2C, SLC6A2, SLC6A3, SLC6A4","HTR6, ABCC4, Trypano TPR, SLC6A3, ABCC2, SLC6A4, ABCB11, SLC6A2"
BRD-K98530306,GJSURZIOUXUGAL-UHFFFAOYSA-N,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C","HTR1A, NISCH, NISCH, ADRA2A, ADRA2C, ADRA2B, SLC47A1, SLC6A2, ADRA1A"
BRD-K18399440,CLOMYZFHNHFSIQ-UHFFFAOYSA-N,"PTGS1, PTGS2",
BRD-M63173034,CVNFYQCHAWFYQI-ZSCHJXSPSA-N,,
BRD-K15567837,LBXHRAWDUMTPSE-AOOOYVTPSA-N,,
BRD-A80908310,FLNXBVJLPJNOSI-FQEVSTJZSA-N,,
BRD-K00003529,FLNXBVJLPJNOSI-UHFFFAOYSA-N,,
BRD-K27721098,GKTWGGQPFAXNFI-HNNXBMFYSA-N,P2RY12,"ABCC4, Trypano CYSP, ABCC2, CYP2B6, ABCB11"
BRD-K80036624,ZDPIZLCVJAAHHR-UHFFFAOYSA-N,,
BRD-K17850764,VJGGHXVGBSZVMZ-QIZQQNKQSA-N,"PTGDR, PTGER1, PTGER3, PTGFR, TBXA2R",
BRD-A04971881,XYCMOTOFHFTUIU-SNVBAGLBSA-N,"ADRB1, ADRB2, ADRB3",
BRD-K73251053,BTFHLQRNAMSNLC-UHFFFAOYSA-N,MAOA,"CASP3, MAOA, ACHE, BCHE, MAOB"
BRD-A19053834,XRYLGRGAWQSVQW-KRWDZBQOSA-N,"ADRA1A, ADRA1B, ADRA1D, DRD2, HRH1, HTR2C, HTR6",
BRD-K01825579,SSMSBSWKLKKXGG-LLVKDONJSA-N,"ADRB1, ADRB2",
BRD-K97521363,QOVTVIYTBRHADL-UHFFFAOYSA-N,,
BRD-K01825680,JMPFSEBWVLAJKM-KRWDZBQOSA-N,,
BRD-K10990317,KAAZGXDPUNNEFN-UHFFFAOYSA-N,,
BRD-K15916496,VNFPBHJOKIVQEB-UHFFFAOYSA-N,"CYP3A4, KCNN4, NR1I2, NR1I3, TRPM2, TRPM4, TRPM8","CYP19A1, KCNH2, AVPR2, CYP17A1, CYP3A4, KCNN4, CCR4, KCNA3, CYP2D6, NR1I3, VCP, ABCB11, TRPM2, CYP51A1, ABCB1, CYP2C9, CACNA1C, CXCR1, NR1H4"
BRD-K01244426,LQOLIRLGBULYKD-JKIFEVAISA-N,,
BRD-K46982791,CTQMJYWDVABFRZ-UHFFFAOYSA-N,KCNK18,
BRD-K37289225,QZUDBNBUXVUHMW-UHFFFAOYSA-N,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CALY, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR3A, HTR5A, HTR6, HTR7","HTR7, KCNH2, DRD5, HTR6, HTR1A, HTR5A, HTR1E, ABCC4, CHRM2, DRD3, CYP3A4, DRD2, HTR2B, CHRM5, DRD4, CHRM3, HRH1, CHRM1, ABCC2, HTR3A, SLC6A4, CYP2D6, AOX1, ABCB11, ADRA2A, HRH3, HTR2C, ADRA2C, ADRA2B, HTR2A, HRH4, ADRA1B, CYP2C9, HTR1B, ADRA1A, HTR1D, DRD1, SIGMAR1, CHRM4"
BRD-K06467130,JEDJMKTVUPSHFW-ABAIWWIYSA-N,"ADRB3, UCP1, UCP2, UCP3",
BRD-K00003438,QQMKTHUGOQDEIL-UHFFFAOYSA-N,,
BRD-K54095730,ODYAQBDIXCVKAE-UHFFFAOYSA-N,"GNRHR, MAPK14",MAPKAPK2
BRD-K19438463,RPXVIAFEQBNEAX-UHFFFAOYSA-N,"GRIA1, GRIA2, GRIA3, GRIA4",
BRD-K24869513,BFSRTTWIPACGMI-UHFFFAOYSA-N,EGFR,
BRD-K48443249,VVLHQJDAUIPZFH-UHFFFAOYSA-N,BTK,
BRD-K55677650,VKMFDKYCIKEDMR-UHFFFAOYSA-N,GRIN2B,
BRD-K70912147,MHUUDVZSPFRUSK-RQZCQDPDSA-N,"SCN4A, SCN9A","SCN9A, SCN4A"
BRD-K51040301,ZCIGNRJZKPOIKD-CQXVEOKZSA-N,"CYP3A4, CYP3A43, CYP3A5, CYP3A7",
BRD-K03390685,BSMCAPRUBJMWDF-KRWDZBQOSA-N,MAP2K1,
BRD-A67956599,RGJOEKWQDUBAIZ-IBOSZNHHSA-N,"ACAT2, CRAT, CS, DBI, HMGCR, KAT2A, KAT2B, KAT5",
BRD-K01825730,BOPGDPNILDQYTO-NNYOXOHSSA-N,"AASS, ACADS, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH7, AKR1B1, AKR1C1, AKR1C2, AKR1C3, AKR1C4, ALDH1A1, ALDH1A2, ALDH1A3, ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH4A1, ALDH5A1, ALDH6A1, ALDH7A1, ALDH9A1, AMT, BDH1, BLVRA, BLVRB, CDO1, CYB5R3, CYP17A1, CYP4A11, DHCR7, DHFR, DLAT, DLD, EHHADH, GAPDH, GAPDHS, GLUD1, GLUD2, GPD1, GSR, H6PD, HADH, HADHA, HIBADH, HMGCR, HMOX1, HMOX2, HPGD, HSD11B1, HSD11B2, HSD17B1, HSD17B10, HSD17B2, HSD17B3, HSD17B4, HSD17B7, HSD17B8, HSD3B1, HSD3B2, IDH3A, IDH3B, IDH3G, IMPDH1, IMPDH2, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MDH1, MDH2, ME1, ME2, ME3, MSMO1, MT-ND1, MT-ND2, MT-ND3, MT-ND4, MT-ND4L, MT-ND5, MT-ND6, MTHFD1, MTHFD2, NDUFA1, NDUFA10, NDUFA11, NDUFA12, NDUFA13, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFAB1, NDUFB1, NDUFB10, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFC1, NDUFC2, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NDUFV3, NNT, NQO2, NSDHL, OGDH, PDHA1, PDHA2, PDHB, PHGDH, PYCR1, PYCR2, QDPR, RDH5, SORD, TSTA3, TYR, UGDH",
BRD-K75043328,ACTIUHUUMQJHFO-UPTCCGCDSA-N,,
BRD-K00003307,LGGDLPSXAGQFSG-UHFFFAOYSA-N,,
BRD-K00259736,IAKHMKGGTNLKSZ-INIZCTEOSA-N,"GLRA1, GLRA2, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","HDAC3, ABCC4, CYP3A4, HDAC2, ABCC2, HDAC1, ABCB11, ABCB1, PIM1"
BRD-A55416093,OHCQJHSOBUTRHG-KGGHGJDLSA-N,"ADCY2, ADCY5","RXFP1, ADCY1, NR1I2"
BRD-K19388745,RSOZZQTUMVBTMR-XGUNBQNXSA-N,,
BRD-K01825113,KILNVBDSWZSGLL-KXQOOQHDSA-O,,
BRD-K01666924,PTQGBRPUALXNCZ-INRRNNIXSA-N,,
BRD-K01666935,YKQOSKADJPQZHB-TULBBYNTSA-N,,
BRD-K61195623,HVXBOLULGPECHP-WAYWQWQTSA-N,,
BRD-K98143539,JOSXKPZXMVHRKU-UHFFFAOYSA-N,BACE1,
BRD-K19655798,BVRDQVRQVGRNHG-UHFFFAOYSA-N,"MTOR, PRKDC","ATM, PRKDC, PIK3CA, MTOR, ATR"
BRD-K76139886,CUYLJVJMQPPTOS-UHFFFAOYSA-N,,
BRD-K37385792,IKENVDNFQMCRTR-UHFFFAOYSA-N,"AVPR1A, AVPR2",
BRD-K00004559,HULMNSIAKWANQO-JQKSAQOKSA-N,,
BRD-K24666289,PZBCKZWLPGJMAO-UHFFFAOYSA-N,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",
BRD-K36449075,HNDVDQJCIGZPNO-RXMQYKEDSA-N,"SLC15A3, SLC15A4, SLC38A5",
BRD-K74965187,MSJISJDTJJYBFT-UHFFFAOYSA-N,CNR2,
BRD-K65428967,OFEZSBMBBKLLBJ-BAJZRUMYSA-N,,
BRD-K27885593,HFGSQOYIOKBQOW-ZSDYHTTISA-N,"HSD11B1, PTPN1","PTPN6, HSD11B1, ALOX5, PYGM, PTPN1, PYGM, PTGS2"
BRD-K00004700,SLKURXRZHJOZOD-RUZDIDTESA-N,,"KCNH2, NR3C1"
BRD-K73589401,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,"HSD11B1, NCOA1, NR3C2","EBP, SERPINA6, SIGMAR1"
BRD-K00025572,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,NR3C1,
BRD-K86161929,ITRJWOMZKQRYTA-RFZYENFJSA-N,NR3C1,
BRD-K32891457,WHBHBVVOGNECLV-OBQKJFGGSA-N,AR,
BRD-K26833429,HRYLQFBHBWLLLL-AHNJNIBGSA-N,,"Bact murA, TERT"
BRD-K98710228,ZWFKJFUFYPOTKL-UHFFFAOYSA-N,MAP3K8,
BRD-K49468759,PHNZIIMWDVXPGG-UHFFFAOYSA-N,MAP3K8,
BRD-K00003348,UTDAKQMBNSHJJB-CJLVFECKSA-N,,
BRD-K94144010,UIKROCXWUNQSPJ-VIFPVBQESA-N,,
BRD-K23913458,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,"CA1, CA12, CA14, CA2, CA4, CA6, CA9, CYP2A6","CA6, GAPDH, CA7, XPO1, SORD, CA9, CA4, ABCB11, BACE1, CA2, AKR1B1, CA12, CA1, CA14"
BRD-K41567533,BXNANOICGRISHX-UHFFFAOYSA-N,,
BRD-K00004654,KMNLXCBYBKHKSK-BKMJKUGQSA-N,,
BRD-K53913008,WEQLRDLTRCEUHG-PKOBYXMFSA-N,PYGL,
BRD-K00004233,MMGAVKCAGQCFHS-LSDHQDQOSA-N,KCNA3,
BRD-K31394475,VIZBSVDBNLAVAW-UHFFFAOYSA-N,CRHR1,"CRHR2, CRHR1"
BRD-K33234937,QCOQJYRPDUMCNP-UHFFFAOYSA-N,"MMP1, MMP13, MMP2, MMP3, MMP9",
BRD-K36611520,TUPKOWFPVAXQFP-OFNKIYASSA-N,CETP,
BRD-K00004719,HXHAJRMTJXHJJZ-UHFFFAOYSA-N,,"KDR, DDR2, TEK"
BRD-K26921335,LDQKDRLEMKIYMC-XMMPIXPASA-N,"ACACA, ACACB",
BRD-K43621685,DEEOXSOLTLIWMG-UHFFFAOYSA-N,"KIT, PDGFRA, PDGFRB",
BRD-K76908866,LLVZBTWPGQVVLW-SNAWJCMRSA-N,ERBB2,
BRD-K96843359,OISHBINQIFNIPV-JOCHJYFZSA-N,PPARA,
BRD-K19171642,HINJNZFCMLSBCI-PKOBYXMFSA-N,PYGL,
BRD-K81876028,PJYVGMRFPFNZCT-UHFFFAOYSA-N,HTR1A,"HTR2C, HTR1B, HTR1D"
BRD-K33860217,KWQWBZIGHIOKIO-UHFFFAOYSA-N,HTR1B,
BRD-K09090949,UNAZAADNBYXMIV-UHFFFAOYSA-N,CNR1,
BRD-K09946180,DTQNEFOKTXXQKV-HKUYNNGSSA-N,TACR1,
BRD-A69126730,PONANXDRJJIGPG-MRXNPFEDSA-N,"CPA1, CPA2",
BRD-K00004223,FXCTZFMSAHZQTR-PFJVYOFESA-N,GRM1,
BRD-K19871656,GCWIQUVXWZWCLE-INIZCTEOSA-N,BRD4,BRD4
BRD-K11073688,DJKNRCWSXSZACF-UHFFFAOYSA-N,TNF,
BRD-K00003360,HPODOLXTMDHLLC-QGZVFWFLSA-N,,
BRD-K97181972,LHGUZCKPFXXVPV-GOSISDBHSA-N,EZH2,
BRD-K15811707,QECMENZMDBOLDR-AWEZNQCLSA-N,BRD4,
BRD-K18319422,PFPSFENQCNMITC-MRXNPFEDSA-N,EZH2,
BRD-K00003442,KURQKNMKCGYWRJ-HNNXBMFYSA-N,,
BRD-A06916187,ZYRLHJIMTROTBO-NRFANRHFSA-N,PDHA1,
BRD-K66094457,CUVGUPIVTLGRGI-SSDOTTSWSA-N,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",
BRD-A81603255,GUWOSEVHCSNYFK-LLVKDONJSA-N,MIF,
BRD-K56839624,CTSNHMQGVWXIEG-UHFFFAOYSA-N,,
BRD-K19615002,CVSVTCORWBXHQV-UHFFFAOYSA-N,"CKB, CKM, CKMT1A, CKMT2, GAMT, SLC6A8",
BRD-K13495773,DDRJAANPRJIHGJ-UHFFFAOYSA-N,,
BRD-K42991124,FOIPWTMKYXWFGC-UHFFFAOYSA-N,,
BRD-K00003129,YCBAQKQAINQRFW-UGSOOPFHSA-N,,
BRD-K22127577,DYNHJHQFHQTFTP-UHFFFAOYSA-N,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB",
BRD-K56940914,IWDCLRJOBJJRNH-UHFFFAOYSA-N,,
BRD-K58648841,XRBMKGUDDJPAMH-UHFFFAOYSA-N,,
BRD-K97939847,UOMKBIIXHQIERR-UHFFFAOYSA-N,PGR,
BRD-K43230258,USZAGAREISWJDP-UHFFFAOYSA-N,"PDE4A, PDE4B, PDE4C, PDE4D",
BRD-K00004545,UTMVACIBQLDZLP-UHFFFAOYSA-N,,
BRD-K78431006,KTEIFNKAUNYNJU-GFCCVEGCSA-N,"ALK, MET","PDGFRB, AKT2, MERTK, NTRK2, CDK7, LCK, EPHA2, PRKD1, AXL, ABL1, PDGFRA, MST1R, KDR, EPHB2, JAK3, RPS6KB1, TYRO3, FLT1, FYN, ALK, EGFR, INSR, ROS1, FGFR1, RET, IGF1R, JAK1, EPHB4, TEK, SRC, ERBB2, EGFR, NTRK1, FGR, BTK, PKN2, TYK2, BMX, FGFR3, JAK2, CSF1R, MET, FLT3"
BRD-K40308497,KTEIFNKAUNYNJU-LBPRGKRZSA-N,NUDT1,MET
BRD-K73701464,WHPAGCJNPTUGGD-UHFFFAOYSA-N,,
BRD-K00003162,JXONINOYTKKXQQ-CQSZACIVSA-N,,
BRD-M89827113,BVMDRSUIADWFLV-PNSAJKJISA-N,KCNJ8,
BRD-K20920669,IMZMKUWMOSJXDT-UHFFFAOYSA-N,"KCNMA1, S100P",
BRD-K57179821,DNTGGZPQPQTDQF-XBXARRHUSA-N,,
BRD-K02816415,BIUCOFQROHIAEO-UHFFFAOYSA-N,,
BRD-K33336844,GVKKJJOMQCNPGB-JTQLQIEISA-N,STAT3,
BRD-K00003324,LGLFFNDHMLKUMI-UHFFFAOYSA-N,,
BRD-K40331046,HOCBJBNQIQQQGT-LJQANCHMSA-N,CCNA2,
BRD-K15519488,RGSVXQJPSWZXOP-UHFFFAOYSA-N,SLC6A3,SLC6A3
BRD-K35601925,XJMYIJPPDSZOPN-UHFFFAOYSA-N,FBP1,
BRD-K40870905,KYHVWHYLKOHLKA-FQEVSTJZSA-N,ITGA4,
BRD-K30572193,GOHCTCOGYKAJLZ-UHFFFAOYSA-N,GRM5,
BRD-K53508936,ROSNVSQTEGHUKU-UHFFFAOYSA-N,"MMP1, MMP13, MMP2, MMP3, MMP9","MMP2, MMP10, MMP13, MMP14, MMP7, ADAM17, MMP8, MMP1, MMP9, ABCB11, MMP3"
BRD-K89071957,NIOCOJFPGCXNKL-ZKZXETMPSA-N,BACE1,
BRD-K00003453,YCVGLKWJKIKVBI-MJGOQNOKSA-N,,
BRD-K58234744,IAASQMCXDRISAV-CYBMUJFWSA-N,TLR3,
BRD-K89462779,LITXVDAFEYLWQE-UHFFFAOYSA-N,"TLR1, TLR2",
BRD-K41278234,PLIVFNIUGLLCEK-UHFFFAOYSA-N,"EGFR, ERBB2","HDAC3, LCK, LTA4H, ABL1, HDAC7, KDR, HDAC2, LYN, HDAC9, EGFR, RET, HDAC1, HDAC5, HDAC6, HDAC8, HDAC10, SRC, ERBB2, EGFR, FGFR2, HDAC4, FLT3"
BRD-K69351586,HSHPBORBOJIXSQ-HARLFGEKSA-N,XIAP,
